N,tau,maneuver,max_g,png_hit_rate,ppo_hit_rate,png_n_hits,ppo_n_hits,png_miss_mean,ppo_miss_mean,png_miss_std,ppo_miss_std,png_time_mean,ppo_time_mean,png_energy_mean,ppo_energy_mean
5.0000,0.4000,sine,20,0.0600,0.2400,3,12,5.2056,1.8188,4.4979,1.5860,6.5700,6.5752,8808.0333,20872.7566
5.0000,0.5000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4285,6.4299,318.7599,1140.9148
5.0000,0.5000,step,3,0.9000,1.0000,45,50,0.1191,0.0000,0.3612,0.0000,7.1834,7.1670,5416.8721,3188.7561
5.0000,0.5000,step,5,0.1600,1.0000,8,50,1.1047,0.0000,1.0075,0.0000,7.2296,7.1974,21550.6204,5152.5992
5.0000,0.5000,step,7,0.0000,1.0000,0,50,8.3231,0.0000,3.4276,0.0000,7.1721,7.1440,42111.4484,7830.9788
5.0000,0.5000,step,10,0.0000,1.0000,0,50,23.7894,0.0000,10.4876,0.0000,7.1312,7.1346,54220.3993,14017.1100
5.0000,0.5000,step,12,0.0000,1.0000,0,50,27.1105,0.0000,13.5145,0.0000,7.1324,7.1519,55254.3739,18937.9541
5.0000,0.5000,step,15,0.0000,1.0000,0,50,28.2835,0.0000,13.8639,0.0000,7.0985,7.1291,46242.8694,27747.6991
5.0000,0.5000,step,18,0.0200,0.9000,1,45,28.3128,0.0586,12.8230,0.1762,7.0983,7.1416,36429.9403,37844.1458
5.0000,0.5000,step,20,0.0200,0.6600,1,33,22.4147,0.4080,10.5975,0.5974,7.0945,7.1304,33089.1228,46049.5885
5.0000,0.5000,sine,3,0.5800,1.0000,29,50,0.4901,0.0000,0.7061,0.0000,6.4293,6.4301,1411.7267,2092.6707
5.0000,0.5000,sine,5,0.3800,1.0000,19,50,1.0973,0.0000,1.2900,0.0000,6.4341,6.4352,2294.1725,3679.7849
5.0000,0.5000,sine,7,0.2200,0.9400,11,47,1.8007,0.0377,1.9243,0.1518,6.4423,6.4442,3081.7098,5754.7659
5.0000,0.5000,sine,10,0.0800,0.7400,4,37,2.8785,0.2319,2.8767,0.4212,6.4613,6.4644,4161.0381,9366.9633
5.0000,0.5000,sine,12,0.1000,0.6000,5,30,3.6034,0.4587,3.4184,0.6273,6.4777,6.4817,4629.0129,11995.2604
5.0000,0.5000,sine,15,0.0600,0.4000,3,20,4.5704,0.9212,3.9606,0.9503,6.5078,6.5128,5159.2992,15567.5569
5.0000,0.5000,sine,18,0.0800,0.2800,4,14,5.0865,1.4554,4.3857,1.3243,6.5437,6.5489,5925.2788,18797.9512
5.0000,0.5000,sine,20,0.0800,0.2400,4,12,5.1390,1.8188,4.6785,1.5860,6.5702,6.5752,6548.8462,20872.7566
5.0000,0.7000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4291,6.4299,420.6987,1140.9148
5.0000,0.7000,step,3,0.3800,1.0000,19,50,0.8577,0.0000,0.9564,0.0000,7.1875,7.1670,7474.3435,3188.7561
5.0000,0.7000,step,5,0.0200,1.0000,1,50,7.2493,0.0000,2.9424,0.0000,7.2288,7.1974,27143.4347,5152.5992
5.0000,0.7000,step,7,0.0000,1.0000,0,50,23.8737,0.0000,8.7032,0.0000,7.1520,7.1440,39265.1442,7830.9788
5.0000,0.7000,step,10,0.0200,1.0000,1,50,34.8417,0.0000,14.6018,0.0000,7.1051,7.1346,43506.3490,14017.1100
5.0000,0.7000,step,12,0.0200,1.0000,1,50,31.8940,0.0000,15.0568,0.0000,7.1182,7.1519,41588.6702,18937.9541
5.0000,0.7000,step,15,0.0000,1.0000,0,50,31.2195,0.0000,12.2322,0.0000,7.0837,7.1291,29128.4288,27747.6991
5.0000,0.7000,step,18,0.0200,0.9000,1,45,26.8464,0.0586,12.5270,0.1762,7.0944,7.1416,21910.2496,37844.1458
5.0000,0.7000,step,20,0.0200,0.6600,1,33,20.4419,0.4080,10.6325,0.5974,7.0940,7.1304,20327.2767,46049.5885
5.0000,0.7000,sine,3,0.5600,1.0000,28,50,0.6399,0.0000,0.9749,0.0000,6.4296,6.4301,975.1928,2092.6707
5.0000,0.7000,sine,5,0.3800,1.0000,19,50,1.2879,0.0000,1.7535,0.0000,6.4341,6.4352,1477.2014,3679.7849
5.0000,0.7000,sine,7,0.2200,0.9400,11,47,1.9967,0.0377,2.5419,0.1518,6.4424,6.4442,1940.1591,5754.7659
5.0000,0.7000,sine,10,0.1000,0.7400,5,37,2.9965,0.2319,3.6252,0.4212,6.4614,6.4644,2701.1773,9366.9633
5.0000,0.7000,sine,12,0.0800,0.6000,4,30,3.5975,0.4587,4.2307,0.6273,6.4781,6.4817,3147.9659,11995.2604
5.0000,0.7000,sine,15,0.0600,0.4000,3,20,4.4972,0.9212,4.8429,0.9503,6.5082,6.5128,3495.2152,15567.5569
5.0000,0.7000,sine,18,0.0600,0.2800,3,14,5.1220,1.4554,4.9561,1.3243,6.5440,6.5489,3847.9562,18797.9512
5.0000,0.7000,sine,20,0.0600,0.2400,3,12,5.2758,1.8188,4.9539,1.5860,6.5705,6.5752,4136.7979,20872.7566
5.5000,0.0500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4275,6.4299,279.1994,1140.9148
5.5000,0.0500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1751,7.1670,3453.8997,3188.7561
5.5000,0.0500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2155,7.1974,8379.1125,5152.5992
5.5000,0.0500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1619,7.1440,14589.0466,7830.9788
5.5000,0.0500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1488,7.1346,25074.9434,14017.1100
5.5000,0.0500,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1638,7.1519,32458.1750,18937.9541
5.5000,0.0500,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1387,7.1291,44301.4729,27747.6991
5.5000,0.0500,step,18,1.0000,0.9000,50,45,0.0000,0.0586,0.0000,0.1762,7.1490,7.1416,57072.6911,37844.1458
5.5000,0.0500,step,20,1.0000,0.6600,50,33,0.0000,0.4080,0.0000,0.5974,7.1370,7.1304,68496.9835,46049.5885
5.5000,0.0500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4283,6.4301,1868.1938,2092.6707
5.5000,0.0500,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4336,6.4352,4063.8491,3679.7849
5.5000,0.0500,sine,7,1.0000,0.9400,50,47,0.0000,0.0377,0.0000,0.1518,6.4427,6.4442,6984.2867,5754.7659
5.5000,0.0500,sine,10,1.0000,0.7400,50,37,0.0000,0.2319,0.0000,0.4212,6.4631,6.4644,12414.1149,9366.9633
5.5000,0.0500,sine,12,0.9400,0.6000,47,30,0.0338,0.4587,0.1339,0.6273,6.4807,6.4817,16379.1036,11995.2604
5.5000,0.0500,sine,15,0.8400,0.4000,42,20,0.1119,0.9212,0.2616,0.9503,6.5124,6.5128,22463.6158,15567.5569
5.5000,0.0500,sine,18,0.7200,0.2800,36,14,0.2384,1.4554,0.4132,1.3243,6.5491,6.5489,28522.8734,18797.9512
5.5000,0.0500,sine,20,0.6600,0.2400,33,12,0.3474,1.8188,0.5261,1.5860,6.5758,6.5752,32276.3917,20872.7566
5.5000,0.1000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4276,6.4299,282.8516,1140.9148
5.5000,0.1000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1758,7.1670,3559.9156,3188.7561
5.5000,0.1000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2167,7.1974,8813.0572,5152.5992
5.5000,0.1000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1636,7.1440,15767.8565,7830.9788
5.5000,0.1000,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1511,7.1346,28224.3217,14017.1100
5.5000,0.1000,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1664,7.1519,37843.7752,18937.9541
5.5000,0.1000,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1415,7.1291,55171.9627,27747.6991
5.5000,0.1000,step,18,0.7200,0.9000,36,45,0.2688,0.0586,0.4641,0.1762,7.1523,7.1416,74508.4340,37844.1458
5.5000,0.1000,step,20,0.2800,0.6600,14,33,1.4693,0.4080,1.2028,0.5974,7.1398,7.1304,89229.8508,46049.5885
5.5000,0.1000,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4284,6.4301,3052.2307,2092.6707
5.5000,0.1000,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4339,6.4352,6220.9176,3679.7849
5.5000,0.1000,sine,7,0.6600,0.9400,33,47,0.2163,0.0377,0.3072,0.1518,6.4432,6.4442,9968.3038,5754.7659
5.5000,0.1000,sine,10,0.3000,0.7400,15,37,0.6439,0.2319,0.4967,0.4212,6.4634,6.4644,15992.5013,9366.9633
5.5000,0.1000,sine,12,0.3000,0.6000,15,30,0.8721,0.4587,0.6872,0.6273,6.4808,6.4817,20218.0756,11995.2604
5.5000,0.1000,sine,15,0.2000,0.4000,10,20,1.2949,0.9212,0.9516,0.9503,6.5120,6.5128,26155.5423,15567.5569
5.5000,0.1000,sine,18,0.2000,0.2800,10,14,1.7384,1.4554,1.3166,1.3243,6.5483,6.5489,31122.4996,18797.9512
5.5000,0.1000,sine,20,0.1800,0.2400,9,12,2.0893,1.8188,1.5606,1.5860,6.5745,6.5752,33683.0232,20872.7566
5.5000,0.1500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4277,6.4299,286.7686,1140.9148
5.5000,0.1500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1765,7.1670,3675.0284,3188.7561
5.5000,0.1500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2180,7.1974,9295.6487,5152.5992
5.5000,0.1500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1656,7.1440,17272.9243,7830.9788
5.5000,0.1500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1538,7.1346,32820.5548,14017.1100
5.5000,0.1500,step,12,0.9600,1.0000,48,50,0.0210,0.0000,0.1031,0.0000,7.1696,7.1519,45704.7203,18937.9541
5.5000,0.1500,step,15,0.3800,1.0000,19,50,0.9313,0.0000,0.8402,0.0000,7.1446,7.1291,71540.3133,27747.6991
5.5000,0.1500,step,18,0.0200,0.9000,1,45,4.7416,0.0586,1.8464,0.1762,7.1506,7.1416,88178.0311,37844.1458
5.5000,0.1500,step,20,0.0400,0.6600,2,33,8.7601,0.4080,3.1836,0.5974,7.1328,7.1304,93046.6507,46049.5885
5.5000,0.1500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4287,6.4301,3230.4791,2092.6707
5.5000,0.1500,sine,5,0.5600,1.0000,28,50,0.3253,0.0000,0.3780,0.0000,6.4342,6.4352,6411.0018,3679.7849
5.5000,0.1500,sine,7,0.3200,0.9400,16,47,0.7299,0.0377,0.5809,0.1518,6.4430,6.4442,10166.6638,5754.7659
5.5000,0.1500,sine,10,0.1400,0.7400,7,37,1.4319,0.2319,0.9012,0.4212,6.4627,6.4644,15446.4870,9366.9633
5.5000,0.1500,sine,12,0.1200,0.6000,6,30,2.0036,0.4587,1.1689,0.6273,6.4795,6.4817,18437.7839,11995.2604
5.5000,0.1500,sine,15,0.1400,0.4000,7,20,2.8274,0.9212,1.6763,0.9503,6.5101,6.5128,22247.2370,15567.5569
5.5000,0.1500,sine,18,0.0000,0.2800,0,14,3.6818,1.4554,2.0060,1.3243,6.5459,6.5489,25441.0944,18797.9512
5.5000,0.1500,sine,20,0.0400,0.2400,2,12,4.0411,1.8188,2.3730,1.5860,6.5721,6.5752,27668.0291,20872.7566
5.5000,0.2000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4278,6.4299,290.9342,1140.9148
5.5000,0.2000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1772,7.1670,3803.0769,3188.7561
5.5000,0.2000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2193,7.1974,9878.4296,5152.5992
5.5000,0.2000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1676,7.1440,19204.5886,7830.9788
5.5000,0.2000,step,10,0.8000,1.0000,40,50,0.1543,0.0000,0.3149,0.0000,7.1569,7.1346,39428.8494,14017.1100
5.5000,0.2000,step,12,0.4600,1.0000,23,50,0.6227,0.0000,0.6808,0.0000,7.1728,7.1519,57480.4351,18937.9541
5.5000,0.2000,step,15,0.0400,1.0000,2,50,6.1197,0.0000,2.3187,0.0000,7.1410,7.1291,77693.5813,27747.6991
5.5000,0.2000,step,18,0.1000,0.9000,5,45,10.6370,0.0586,6.2890,0.1762,7.1446,7.1416,89812.9266,37844.1458
5.5000,0.2000,step,20,0.0000,0.6600,0,33,16.9776,0.4080,5.1281,0.5974,7.1197,7.1304,84567.4031,46049.5885
5.5000,0.2000,sine,3,0.8000,1.0000,40,50,0.1219,0.0000,0.2455,0.0000,6.4289,6.4301,3192.0197,2092.6707
5.5000,0.2000,sine,5,0.2600,1.0000,13,50,0.6728,0.0000,0.4859,0.0000,6.4340,6.4352,6040.9061,3679.7849
5.5000,0.2000,sine,7,0.1400,0.9400,7,47,1.2488,0.0377,0.7229,0.1518,6.4426,6.4442,8814.8355,5754.7659
5.5000,0.2000,sine,10,0.1200,0.7400,6,37,2.1811,0.2319,1.3515,0.4212,6.4618,6.4644,12981.8411,9366.9633
5.5000,0.2000,sine,12,0.1200,0.6000,6,30,2.7546,0.4587,1.9293,0.6273,6.4786,6.4817,15577.3414,11995.2604
5.5000,0.2000,sine,15,0.0600,0.4000,3,20,3.6200,0.9212,2.6355,0.9503,6.5091,6.5128,18514.0590,15567.5569
5.5000,0.2000,sine,18,0.0000,0.2800,0,14,4.6701,1.4554,3.0029,1.3243,6.5443,6.5489,20414.5418,18797.9512
5.5000,0.2000,sine,20,0.0000,0.2400,0,12,5.1501,1.8188,3.2923,1.5860,6.5703,6.5752,21764.3816,20872.7566
5.5000,0.3000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4279,6.4299,300.3992,1140.9148
5.5000,0.3000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1788,7.1670,4120.1774,3188.7561
5.5000,0.3000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2223,7.1974,11509.5262,5152.5992
5.5000,0.3000,step,7,0.7000,1.0000,35,50,0.2453,0.0000,0.3902,0.0000,7.1726,7.1440,25408.2138,7830.9788
5.5000,0.3000,step,10,0.0400,1.0000,2,50,3.3719,0.0000,1.7757,0.0000,7.1600,7.1346,56597.8942,14017.1100
5.5000,0.3000,step,12,0.0000,1.0000,0,50,9.9051,0.0000,3.6392,0.0000,7.1669,7.1519,70068.1199,18937.9541
5.5000,0.3000,step,15,0.0000,1.0000,0,50,17.4596,0.0000,7.7618,0.0000,7.1277,7.1291,75944.5240,27747.6991
5.5000,0.3000,step,18,0.0000,0.9000,0,45,23.2957,0.0586,9.5341,0.1762,7.1235,7.1416,73383.6172,37844.1458
5.5000,0.3000,step,20,0.0000,0.6600,0,33,22.7656,0.4080,11.2268,0.5974,7.1041,7.1304,65841.2111,46049.5885
5.5000,0.3000,sine,3,0.5600,1.0000,28,50,0.3656,0.0000,0.4457,0.0000,6.4290,6.4301,2475.2301,2092.6707
5.5000,0.3000,sine,5,0.3400,1.0000,17,50,0.9817,0.0000,0.8673,0.0000,6.4337,6.4352,4260.6459,3679.7849
5.5000,0.3000,sine,7,0.0600,0.9400,3,47,1.8658,0.0377,1.2903,0.1518,6.4418,6.4442,5878.6052,5754.7659
5.5000,0.3000,sine,10,0.0200,0.7400,1,37,3.1013,0.2319,2.1244,0.4212,6.4605,6.4644,8218.6919,9366.9633
5.5000,0.3000,sine,12,0.0200,0.6000,1,30,3.8682,0.4587,2.6759,0.6273,6.4770,6.4817,9769.1407,11995.2604
5.5000,0.3000,sine,15,0.0400,0.4000,2,20,4.8337,0.9212,3.4698,0.9503,6.5072,6.5128,11511.1915,15567.5569
5.5000,0.3000,sine,18,0.0200,0.2800,1,14,5.3961,1.4554,4.1198,1.3243,6.5430,6.5489,13299.8514,18797.9512
5.5000,0.3000,sine,20,0.0200,0.2400,1,12,5.6699,1.8188,4.4387,1.5860,6.5692,6.5752,14127.2634,20872.7566
5.5000,0.4000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4282,6.4299,313.3824,1140.9148
5.5000,0.4000,step,3,0.9800,1.0000,49,50,0.0128,0.0000,0.0894,0.0000,7.1805,7.1670,4528.6436,3188.7561
5.5000,0.4000,step,5,0.7400,1.0000,37,50,0.2179,0.0000,0.3790,0.0000,7.2258,7.1974,14023.1842,5152.5992
5.5000,0.4000,step,7,0.2200,1.0000,11,50,1.3708,0.0000,1.1711,0.0000,7.1772,7.1440,36275.8310,7830.9788
5.5000,0.4000,step,10,0.0000,1.0000,0,50,12.8249,0.0000,4.9630,0.0000,7.1528,7.1346,63313.3902,14017.1100
5.5000,0.4000,step,12,0.0000,1.0000,0,50,22.3428,0.0000,8.7842,0.0000,7.1480,7.1519,66978.9788,18937.9541
5.5000,0.4000,step,15,0.0200,1.0000,1,50,26.1826,0.0000,11.8577,0.0000,7.1119,7.1291,63976.9908,27747.6991
5.5000,0.4000,step,18,0.0000,0.9000,0,45,29.7442,0.0586,11.3546,0.1762,7.1052,7.1416,54095.0980,37844.1458
5.5000,0.4000,step,20,0.0000,0.6600,0,33,24.1628,0.4080,11.5504,0.5974,7.0972,7.1304,49385.5033,46049.5885
5.5000,0.4000,sine,3,0.5400,1.0000,27,50,0.4549,0.0000,0.5705,0.0000,6.4290,6.4301,1920.3988,2092.6707
5.5000,0.4000,sine,5,0.3200,1.0000,16,50,1.0944,0.0000,1.1255,0.0000,6.4337,6.4352,3280.2700,3679.7849
5.5000,0.4000,sine,7,0.2000,0.9400,10,47,1.8068,0.0377,1.7518,0.1518,6.4420,6.4442,4545.1649,5754.7659
5.5000,0.4000,sine,10,0.0200,0.7400,1,37,3.0830,0.2319,2.6446,0.4212,6.4606,6.4644,5998.8768,9366.9633
5.5000,0.4000,sine,12,0.0400,0.6000,2,30,3.8908,0.4587,3.2391,0.6273,6.4770,6.4817,6871.2007,11995.2604
5.5000,0.4000,sine,15,0.0200,0.4000,1,20,4.9788,0.9212,3.9924,0.9503,6.5069,6.5128,7906.1795,15567.5569
5.5000,0.4000,sine,18,0.0200,0.2800,1,14,5.6411,1.4554,4.5661,1.3243,6.5425,6.5489,8881.9177,18797.9512
5.5000,0.4000,sine,20,0.0600,0.2400,3,12,5.7514,1.8188,4.8981,1.5860,6.5690,6.5752,9703.4378,20872.7566
5.5000,0.5000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4284,6.4299,330.2098,1140.9148
5.5000,0.5000,step,3,0.9400,1.0000,47,50,0.0601,0.0000,0.2399,0.0000,7.1825,7.1670,5084.2009,3188.7561
5.5000,0.5000,step,5,0.6400,1.0000,32,50,0.5508,0.0000,0.8727,0.0000,7.2293,7.1974,18578.3920,5152.5992
5.5000,0.5000,step,7,0.0000,1.0000,0,50,5.7410,0.0000,2.7554,0.0000,7.1771,7.1440,43860.3395,7830.9788
5.5000,0.5000,step,10,0.0000,1.0000,0,50,24.2554,0.0000,9.9549,0.0000,7.1354,7.1346,58981.4097,14017.1100
5.5000,0.5000,step,12,0.0400,1.0000,2,50,28.9838,0.0000,14.3575,0.0000,7.1338,7.1519,60795.5019,18937.9541
5.5000,0.5000,step,15,0.0000,1.0000,0,50,30.8848,0.0000,15.2016,0.0000,7.0980,7.1291,51927.3324,27747.6991
5.5000,0.5000,step,18,0.0200,0.9000,1,45,30.6554,0.0586,13.9119,0.1762,7.0964,7.1416,40887.7375,37844.1458
5.5000,0.5000,step,20,0.0000,0.6600,0,33,24.0845,0.4080,11.3961,0.5974,7.0934,7.1304,37018.9992,46049.5885
5.5000,0.5000,sine,3,0.6000,1.0000,30,50,0.4833,0.0000,0.7165,0.0000,6.4291,6.4301,1562.4143,2092.6707
5.5000,0.5000,sine,5,0.3600,1.0000,18,50,1.1221,0.0000,1.3107,0.0000,6.4339,6.4352,2565.3690,3679.7849
5.5000,0.5000,sine,7,0.2200,0.9400,11,47,1.8759,0.0377,1.9517,0.1518,6.4420,6.4442,3440.2837,5754.7659
5.5000,0.5000,sine,10,0.1000,0.7400,5,37,3.0882,0.2319,2.9699,0.4212,6.4607,6.4644,4598.6611,9366.9633
5.5000,0.5000,sine,12,0.0400,0.6000,2,30,3.9325,0.4587,3.5035,0.6273,6.4770,6.4817,5086.6190,11995.2604
5.5000,0.5000,sine,15,0.0400,0.4000,2,20,4.9651,0.9212,4.1603,0.9503,6.5070,6.5128,5785.2234,15567.5569
5.5000,0.5000,sine,18,0.0600,0.2800,3,14,5.5084,1.4554,4.7355,1.3243,6.5428,6.5489,6556.7487,18797.9512
5.5000,0.5000,sine,20,0.0800,0.2400,4,12,5.6348,1.8188,4.9771,1.5860,6.5692,6.5752,7073.5035,20872.7566
5.5000,0.7000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4288,6.4299,432.7524,1140.9148
5.5000,0.7000,step,3,0.4600,1.0000,23,50,0.7072,0.0000,0.8781,0.0000,7.1864,7.1670,6583.8270,3188.7561
5.5000,0.7000,step,5,0.0000,1.0000,0,50,4.9605,0.0000,2.4381,0.0000,7.2321,7.1974,27379.6013,5152.5992
5.5000,0.7000,step,7,0.0000,1.0000,0,50,23.1095,0.0000,7.8030,0.0000,7.1575,7.1440,42349.0030,7830.9788
5.5000,0.7000,step,10,0.0000,1.0000,0,50,37.4064,0.0000,16.0846,0.0000,7.1057,7.1346,48463.8614,14017.1100
5.5000,0.7000,step,12,0.0200,1.0000,1,50,34.6221,0.0000,16.8810,0.0000,7.1177,7.1519,46296.5846,18937.9541
5.5000,0.7000,step,15,0.0000,1.0000,0,50,34.6407,0.0000,13.3799,0.0000,7.0801,7.1291,32818.7230,27747.6991
5.5000,0.7000,step,18,0.0000,0.9000,0,45,28.8950,0.0586,14.0657,0.1762,7.0919,7.1416,24798.7582,37844.1458
5.5000,0.7000,step,20,0.0000,0.6600,0,33,22.1565,0.4080,11.5495,0.5974,7.0920,7.1304,22512.6246,46049.5885
5.5000,0.7000,sine,3,0.5400,1.0000,27,50,0.6506,0.0000,0.9610,0.0000,6.4293,6.4301,1099.5652,2092.6707
5.5000,0.7000,sine,5,0.4000,1.0000,20,50,1.3156,0.0000,1.8072,0.0000,6.4339,6.4352,1659.8209,3679.7849
5.5000,0.7000,sine,7,0.2600,0.9400,13,47,2.0666,0.0377,2.6645,0.1518,6.4421,6.4442,2166.7360,5754.7659
5.5000,0.7000,sine,10,0.1000,0.7400,5,37,3.1772,0.2319,3.8104,0.4212,6.4609,6.4644,3018.3142,9366.9633
5.5000,0.7000,sine,12,0.0800,0.6000,4,30,3.8443,0.4587,4.4799,0.6273,6.4774,6.4817,3510.8242,11995.2604
5.5000,0.7000,sine,15,0.0400,0.4000,2,20,4.8248,0.9212,5.0007,0.9503,6.5076,6.5128,3862.3401,15567.5569
5.5000,0.7000,sine,18,0.0800,0.2800,4,14,5.4991,1.4554,5.1492,1.3243,6.5431,6.5489,4225.6034,18797.9512
5.5000,0.7000,sine,20,0.0600,0.2400,3,12,5.6565,1.8188,5.1424,1.5860,6.5696,6.5752,4544.1338,20872.7566
6.0000,0.0500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4274,6.4299,293.5689,1140.9148
6.0000,0.0500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1746,7.1670,3383.9117,3188.7561
6.0000,0.0500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2158,7.1974,8268.9302,5152.5992
6.0000,0.0500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1625,7.1440,14535.8701,7830.9788
6.0000,0.0500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1497,7.1346,25304.2903,14017.1100
6.0000,0.0500,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1649,7.1519,32935.8906,18937.9541
6.0000,0.0500,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1397,7.1291,45129.4883,27747.6991
6.0000,0.0500,step,18,1.0000,0.9000,50,45,0.0000,0.0586,0.0000,0.1762,7.1500,7.1416,58303.2724,37844.1458
6.0000,0.0500,step,20,1.0000,0.6600,50,33,0.0000,0.4080,0.0000,0.5974,7.1379,7.1304,68839.9888,46049.5885
6.0000,0.0500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4281,6.4301,1792.0825,2092.6707
6.0000,0.0500,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4333,6.4352,3929.2100,3679.7849
6.0000,0.0500,sine,7,1.0000,0.9400,50,47,0.0000,0.0377,0.0000,0.1518,6.4425,6.4442,6867.9462,5754.7659
6.0000,0.0500,sine,10,1.0000,0.7400,50,37,0.0000,0.2319,0.0000,0.4212,6.4629,6.4644,12332.2623,9366.9633
6.0000,0.0500,sine,12,1.0000,0.6000,50,30,0.0000,0.4587,0.0000,0.6273,6.4806,6.4817,16538.0351,11995.2604
6.0000,0.0500,sine,15,0.8600,0.4000,43,20,0.0974,0.9212,0.2438,0.9503,6.5123,6.5128,23001.4207,15567.5569
6.0000,0.0500,sine,18,0.8200,0.2800,41,14,0.1695,1.4554,0.3753,1.3243,6.5490,6.5489,29394.5594,18797.9512
6.0000,0.0500,sine,20,0.7400,0.2400,37,12,0.2691,1.8188,0.4909,1.5860,6.5757,6.5752,33539.6814,20872.7566
6.0000,0.1000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4275,6.4299,297.3985,1140.9148
6.0000,0.1000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1753,7.1670,3480.7362,3188.7561
6.0000,0.1000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2169,7.1974,8671.6021,5152.5992
6.0000,0.1000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1644,7.1440,15624.6932,7830.9788
6.0000,0.1000,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1522,7.1346,28182.1191,14017.1100
6.0000,0.1000,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1676,7.1519,37848.0454,18937.9541
6.0000,0.1000,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1427,7.1291,54488.5667,27747.6991
6.0000,0.1000,step,18,0.9800,0.9000,49,45,0.0104,0.0586,0.0730,0.1762,7.1534,7.1416,74630.3540,37844.1458
6.0000,0.1000,step,20,0.4000,0.6600,20,33,0.8765,0.4080,0.8032,0.5974,7.1413,7.1304,90762.3443,46049.5885
