N,tau,maneuver,max_g,png_hit_rate,ppo_hit_rate,png_n_hits,ppo_n_hits,png_miss_mean,ppo_miss_mean,png_miss_std,ppo_miss_std,png_time_mean,ppo_time_mean,png_energy_mean,ppo_energy_mean
3.5000,0.5000,sine,12,0.0600,0.6000,3,30,2.7877,0.4587,2.8719,0.6273,6.4803,6.4817,3037.0712,11995.2604
3.5000,0.5000,sine,15,0.0800,0.4000,4,20,3.4823,0.9212,3.3508,0.9503,6.5108,6.5128,3424.8985,15567.5569
3.5000,0.5000,sine,18,0.0800,0.2800,4,14,3.9187,1.4554,3.5880,1.3243,6.5470,6.5489,4022.6923,18797.9512
3.5000,0.5000,sine,20,0.1000,0.2400,5,12,3.9732,1.8188,3.7521,1.5860,6.5736,6.5752,4484.3494,20872.7566
3.5000,0.7000,none,-,0.9600,1.0000,48,50,0.0214,0.0000,0.1050,0.0000,6.4303,6.4299,399.1510,1140.9148
3.5000,0.7000,step,3,0.1200,1.0000,6,50,2.4003,0.0000,1.7372,0.0000,7.1906,7.1670,13272.5080,3188.7561
3.5000,0.7000,step,5,0.0000,1.0000,0,50,10.7492,0.0000,7.0553,0.0000,7.2213,7.1974,25371.9849,5152.5992
3.5000,0.7000,step,7,0.0000,1.0000,0,50,20.7251,0.0000,8.8551,0.0000,7.1430,7.1440,29183.5650,7830.9788
3.5000,0.7000,step,10,0.0000,1.0000,0,50,25.6451,0.0000,10.1430,0.0000,7.1075,7.1346,28267.0893,14017.1100
3.5000,0.7000,step,12,0.0000,1.0000,0,50,23.0778,0.0000,9.5855,0.0000,7.1232,7.1519,27203.0030,18937.9541
3.5000,0.7000,step,15,0.0000,1.0000,0,50,20.7751,0.0000,8.8408,0.0000,7.0967,7.1291,18750.4539,27747.6991
3.5000,0.7000,step,18,0.0000,0.9000,0,45,19.5962,0.0586,8.1998,0.1762,7.1050,7.1416,14247.1585,37844.1458
3.5000,0.7000,step,20,0.0000,0.6600,0,33,14.7104,0.4080,7.3642,0.5974,7.1022,7.1304,13680.1348,46049.5885
3.5000,0.7000,sine,3,0.5800,1.0000,29,50,0.4405,0.0000,0.7192,0.0000,6.4311,6.4301,682.9623,2092.6707
3.5000,0.7000,sine,5,0.4200,1.0000,21,50,0.8945,0.0000,1.2646,0.0000,6.4360,6.4352,1002.8247,3679.7849
3.5000,0.7000,sine,7,0.2800,0.9400,14,47,1.3947,0.0377,1.8185,0.1518,6.4447,6.4442,1333.1962,5754.7659
3.5000,0.7000,sine,10,0.2000,0.7400,10,37,2.1219,0.2319,2.6235,0.4212,6.4641,6.4644,1798.4559,9366.9633
3.5000,0.7000,sine,12,0.1800,0.6000,9,30,2.5885,0.4587,3.1047,0.6273,6.4811,6.4817,2040.9332,11995.2604
3.5000,0.7000,sine,15,0.1200,0.4000,6,20,3.3078,0.9212,3.6473,0.9503,6.5117,6.5128,2321.0545,15567.5569
3.5000,0.7000,sine,18,0.1000,0.2800,5,14,3.8576,1.4554,3.9248,1.3243,6.5477,6.5489,2614.1498,18797.9512
3.5000,0.7000,sine,20,0.1000,0.2400,5,12,4.0004,1.8188,4.0315,1.5860,6.5744,6.5752,2885.3132,20872.7566
4.0000,0.0500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4284,6.4299,244.7891,1140.9148
4.0000,0.0500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1763,7.1670,3839.9948,3188.7561
4.0000,0.0500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2143,7.1974,9096.5916,5152.5992
4.0000,0.0500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1590,7.1440,15463.9797,7830.9788
4.0000,0.0500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1450,7.1346,25565.7596,14017.1100
4.0000,0.0500,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1601,7.1519,32740.8099,18937.9541
4.0000,0.0500,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1354,7.1291,44682.1750,27747.6991
4.0000,0.0500,step,18,0.8000,0.9000,40,45,0.1676,0.0586,0.3567,0.1762,7.1458,7.1416,55031.3847,37844.1458
4.0000,0.0500,step,20,0.6400,0.6600,32,33,0.5501,0.4080,0.7671,0.5974,7.1337,7.1304,63986.4828,46049.5885
4.0000,0.0500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4291,6.4301,2111.8644,2092.6707
4.0000,0.0500,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4344,6.4352,4461.5047,3679.7849
4.0000,0.0500,sine,7,1.0000,0.9400,50,47,0.0000,0.0377,0.0000,0.1518,6.4435,6.4442,7262.3898,5754.7659
4.0000,0.0500,sine,10,0.9800,0.7400,49,37,0.0105,0.2319,0.0737,0.4212,6.4640,6.4644,12158.3456,9366.9633
4.0000,0.0500,sine,12,0.8200,0.6000,41,30,0.1075,0.4587,0.2318,0.6273,6.4817,6.4817,15415.5966,11995.2604
4.0000,0.0500,sine,15,0.6600,0.4000,33,20,0.2507,0.9212,0.3623,0.9503,6.5134,6.5128,19845.3826,15567.5569
4.0000,0.0500,sine,18,0.5000,0.2800,25,14,0.4764,1.4554,0.5164,1.3243,6.5499,6.5489,24249.3001,18797.9512
4.0000,0.0500,sine,20,0.4200,0.2400,21,12,0.6354,1.8188,0.6221,1.5860,6.5765,6.5752,26771.3335,20872.7566
4.0000,0.1000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4284,6.4299,248.0406,1140.9148
4.0000,0.1000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1772,7.1670,3999.7040,3188.7561
4.0000,0.1000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2157,7.1974,9959.7230,5152.5992
4.0000,0.1000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1608,7.1440,17996.7222,7830.9788
4.0000,0.1000,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1474,7.1346,31331.0753,14017.1100
4.0000,0.1000,step,12,0.7000,1.0000,35,50,0.1825,0.0000,0.2829,0.0000,7.1627,7.1519,39927.0194,18937.9541
4.0000,0.1000,step,15,0.2200,1.0000,11,50,1.1006,0.0000,0.8031,0.0000,7.1374,7.1291,55793.7139,27747.6991
4.0000,0.1000,step,18,0.0800,0.9000,4,45,2.4689,0.0586,1.2953,0.1762,7.1460,7.1416,66171.6604,37844.1458
4.0000,0.1000,step,20,0.0200,0.6600,1,33,4.4295,0.4080,1.7154,0.5974,7.1314,7.1304,71166.8679,46049.5885
4.0000,0.1000,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4293,6.4301,2719.5746,2092.6707
4.0000,0.1000,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4348,6.4352,5461.3002,3679.7849
4.0000,0.1000,sine,7,0.6200,0.9400,31,47,0.2644,0.0377,0.3408,0.1518,6.4440,6.4442,8636.9712,5754.7659
4.0000,0.1000,sine,10,0.3800,0.7400,19,37,0.6283,0.2319,0.5396,0.4212,6.4642,6.4644,13225.5884,9366.9633
4.0000,0.1000,sine,12,0.2600,0.6000,13,30,0.9351,0.4587,0.6673,0.6273,6.4815,6.4817,16187.5837,11995.2604
4.0000,0.1000,sine,15,0.1200,0.4000,6,20,1.4093,0.9212,0.8433,0.9503,6.5127,6.5128,19573.7398,15567.5569
4.0000,0.1000,sine,18,0.0800,0.2800,4,14,1.8597,1.4554,1.0909,1.3243,6.5489,6.5489,22779.2466,18797.9512
4.0000,0.1000,sine,20,0.0600,0.2400,3,12,2.1893,1.8188,1.2631,1.5860,6.5750,6.5752,24425.5967,20872.7566
4.0000,0.1500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4285,6.4299,251.5612,1140.9148
4.0000,0.1500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1781,7.1670,4179.6856,3188.7561
4.0000,0.1500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2171,7.1974,11168.3882,5152.5992
4.0000,0.1500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1628,7.1440,21402.3858,7830.9788
4.0000,0.1500,step,10,0.4800,1.0000,24,50,0.4983,0.0000,0.5078,0.0000,7.1499,7.1346,37896.4042,14017.1100
4.0000,0.1500,step,12,0.3000,1.0000,15,50,1.2907,0.0000,1.0785,0.0000,7.1645,7.1519,47859.1756,18937.9541
4.0000,0.1500,step,15,0.0400,1.0000,2,50,4.6122,0.0000,1.8599,0.0000,7.1346,7.1291,58841.3762,27747.6991
4.0000,0.1500,step,18,0.0200,0.9000,1,45,6.9931,0.0586,3.0981,0.1762,7.1411,7.1416,67790.4749,37844.1458
4.0000,0.1500,step,20,0.0400,0.6600,2,33,10.2818,0.4080,3.6589,0.5974,7.1232,7.1304,67539.6045,46049.5885
4.0000,0.1500,sine,3,0.9600,1.0000,48,50,0.0205,0.0000,0.1006,0.0000,6.4295,6.4301,2749.5303,2092.6707
4.0000,0.1500,sine,5,0.5800,1.0000,29,50,0.3014,0.0000,0.3739,0.0000,6.4350,6.4352,5333.4943,3679.7849
4.0000,0.1500,sine,7,0.2000,0.9400,10,47,0.7439,0.0377,0.4770,0.1518,6.4440,6.4442,7975.0634,5754.7659
4.0000,0.1500,sine,10,0.1200,0.7400,6,37,1.3553,0.2319,0.7878,0.4212,6.4636,6.4644,11561.9171,9366.9633
4.0000,0.1500,sine,12,0.1200,0.6000,6,30,1.7474,0.4587,1.0916,0.6273,6.4807,6.4817,13628.3528,11995.2604
4.0000,0.1500,sine,15,0.0800,0.4000,4,20,2.4104,0.9212,1.4831,0.9503,6.5114,6.5128,16017.2546,15567.5569
4.0000,0.1500,sine,18,0.0600,0.2800,3,14,2.9945,1.4554,1.8070,1.3243,6.5473,6.5489,18166.3189,18797.9512
4.0000,0.1500,sine,20,0.0200,0.2400,1,12,3.2631,1.8188,2.0524,1.5860,6.5737,6.5752,19693.0431,20872.7566
4.0000,0.2000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4286,6.4299,255.3983,1140.9148
4.0000,0.2000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1790,7.1670,4399.6906,3188.7561
4.0000,0.2000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2187,7.1974,12747.1789,5152.5992
4.0000,0.2000,step,7,0.6400,1.0000,32,50,0.2270,0.0000,0.3104,0.0000,7.1652,7.1440,25449.3197,7830.9788
4.0000,0.2000,step,10,0.0600,1.0000,3,50,1.9746,0.0000,1.1738,0.0000,7.1508,7.1346,43936.6122,14017.1100
4.0000,0.2000,step,12,0.0400,1.0000,2,50,4.0895,0.0000,2.1018,0.0000,7.1631,7.1519,53660.9810,18937.9541
4.0000,0.2000,step,15,0.0000,1.0000,0,50,8.7634,0.0000,3.5570,0.0000,7.1297,7.1291,59354.9073,27747.6991
4.0000,0.2000,step,18,0.0000,0.9000,0,45,11.0300,0.0586,6.0259,0.1762,7.1359,7.1416,66693.7406,37844.1458
4.0000,0.2000,step,20,0.0000,0.6600,0,33,15.4279,0.4080,4.6921,0.5974,7.1132,7.1304,58844.7522,46049.5885
4.0000,0.2000,sine,3,0.7600,1.0000,38,50,0.1532,0.0000,0.2763,0.0000,6.4297,6.4301,2393.2393,2092.6707
4.0000,0.2000,sine,5,0.3600,1.0000,18,50,0.5953,0.0000,0.5087,0.0000,6.4349,6.4352,4274.7812,3679.7849
4.0000,0.2000,sine,7,0.1800,0.9400,9,47,1.1050,0.0377,0.7444,0.1518,6.4435,6.4442,6256.2053,5754.7659
4.0000,0.2000,sine,10,0.1000,0.7400,5,37,1.8722,0.2319,1.1707,0.4212,6.4630,6.4644,9090.4026,9366.9633
4.0000,0.2000,sine,12,0.1200,0.6000,6,30,2.3392,0.4587,1.5406,0.6273,6.4800,6.4817,10829.3425,11995.2604
4.0000,0.2000,sine,15,0.0800,0.4000,4,20,2.9095,0.9212,2.1005,0.9503,6.5107,6.5128,13013.3209,15567.5569
4.0000,0.2000,sine,18,0.0400,0.2800,2,14,3.6141,1.4554,2.4174,1.3243,6.5464,6.5489,14252.5584,18797.9512
4.0000,0.2000,sine,20,0.0200,0.2400,1,12,3.9757,1.8188,2.5593,1.5860,6.5725,6.5752,15316.0217,20872.7566
4.0000,0.3000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4289,6.4299,264.5769,1140.9148
4.0000,0.3000,step,3,0.9800,1.0000,49,50,0.0106,0.0000,0.0743,0.0000,7.1812,7.1670,4970.9303,3188.7561
4.0000,0.3000,step,5,0.6400,1.0000,32,50,0.2782,0.0000,0.4024,0.0000,7.2225,7.1974,16840.1837,5152.5992
4.0000,0.3000,step,7,0.0400,1.0000,2,50,2.1777,0.0000,1.1912,0.0000,7.1679,7.1440,33193.3369,7830.9788
4.0000,0.3000,step,10,0.0000,1.0000,0,50,7.8277,0.0000,3.2381,0.0000,7.1470,7.1346,50853.2234,14017.1100
4.0000,0.3000,step,12,0.0000,1.0000,0,50,12.8141,0.0000,4.8964,0.0000,7.1516,7.1519,53217.6617,18937.9541
4.0000,0.3000,step,15,0.0400,1.0000,2,50,15.7153,0.0000,6.8730,0.0000,7.1193,7.1291,54205.7282,27747.6991
4.0000,0.3000,step,18,0.0200,0.9000,1,45,19.3863,0.0586,7.7467,0.1762,7.1192,7.1416,50984.8070,37844.1458
4.0000,0.3000,step,20,0.0000,0.6600,0,33,18.4133,0.4080,8.8029,0.5974,7.1036,7.1304,45062.1035,46049.5885
4.0000,0.3000,sine,3,0.6000,1.0000,30,50,0.3374,0.0000,0.4639,0.0000,6.4298,6.4301,1771.9666,2092.6707
4.0000,0.3000,sine,5,0.4200,1.0000,21,50,0.7643,0.0000,0.8551,0.0000,6.4349,6.4352,3121.2005,3679.7849
4.0000,0.3000,sine,7,0.2400,0.9400,12,47,1.3242,0.0377,1.2784,0.1518,6.4434,6.4442,4388.5871,5754.7659
4.0000,0.3000,sine,10,0.0400,0.7400,2,37,2.3046,0.2319,1.8506,0.4212,6.4625,6.4644,5890.2447,9366.9633
4.0000,0.3000,sine,12,0.0200,0.6000,1,30,2.9185,0.4587,2.2229,0.6273,6.4792,6.4817,6735.9441,11995.2604
4.0000,0.3000,sine,15,0.0200,0.4000,1,20,3.6511,0.9212,2.7025,0.9503,6.5097,6.5128,8014.7448,15567.5569
4.0000,0.3000,sine,18,0.0400,0.2800,2,14,4.0246,1.4554,3.1838,1.3243,6.5459,6.5489,9417.8825,18797.9512
4.0000,0.3000,sine,20,0.0600,0.2400,3,12,4.2256,1.8188,3.4145,1.5860,6.5722,6.5752,10088.8465,20872.7566
4.0000,0.4000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4290,6.4299,278.3667,1140.9148
4.0000,0.4000,step,3,0.8800,1.0000,44,50,0.1182,0.0000,0.3255,0.0000,7.1833,7.1670,5805.4494,3188.7561
4.0000,0.4000,step,5,0.1000,1.0000,5,50,1.6793,0.0000,0.9653,0.0000,7.2248,7.1974,20809.3411,5152.5992
4.0000,0.4000,step,7,0.0200,1.0000,1,50,6.6664,0.0000,2.7276,0.0000,7.1660,7.1440,36175.8852,7830.9788
4.0000,0.4000,step,10,0.0000,1.0000,0,50,15.8319,0.0000,6.2972,0.0000,7.1359,7.1346,47705.9561,14017.1100
4.0000,0.4000,step,12,0.0000,1.0000,0,50,19.3565,0.0000,8.1106,0.0000,7.1395,7.1519,48527.2051,18937.9541
4.0000,0.4000,step,15,0.0000,1.0000,0,50,20.4914,0.0000,8.9469,0.0000,7.1088,7.1291,44005.5202,27747.6991
4.0000,0.4000,step,18,0.0000,0.9000,0,45,23.0538,0.0586,8.3178,0.1762,7.1079,7.1416,36817.4209,37844.1458
4.0000,0.4000,step,20,0.0200,0.6600,1,33,18.7280,0.4080,9.1069,0.5974,7.1001,7.1304,33811.8055,46049.5885
4.0000,0.4000,sine,3,0.6000,1.0000,30,50,0.4185,0.0000,0.5903,0.0000,6.4299,6.4301,1350.2001,2092.6707
4.0000,0.4000,sine,5,0.4600,1.0000,23,50,0.8934,0.0000,1.0692,0.0000,6.4348,6.4352,2281.1878,3679.7849
4.0000,0.4000,sine,7,0.2600,0.9400,13,47,1.4857,0.0377,1.5359,0.1518,6.4433,6.4442,3152.6191,5754.7659
4.0000,0.4000,sine,10,0.1200,0.7400,6,37,2.3850,0.2319,2.2923,0.4212,6.4625,6.4644,4254.7742,9366.9633
4.0000,0.4000,sine,12,0.1000,0.6000,5,30,2.9787,0.4587,2.7265,0.6273,6.4793,6.4817,4766.0520,11995.2604
4.0000,0.4000,sine,15,0.0600,0.4000,3,20,3.7674,0.9212,3.2279,0.9503,6.5096,6.5128,5506.0153,15567.5569
4.0000,0.4000,sine,18,0.1400,0.2800,7,14,4.0931,1.4554,3.6848,1.3243,6.5457,6.5489,6544.3679,18797.9512
4.0000,0.4000,sine,20,0.0400,0.2400,2,12,4.2993,1.8188,3.7839,1.5860,6.5723,6.5752,7060.3486,20872.7566
4.0000,0.5000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4293,6.4299,297.5555,1140.9148
4.0000,0.5000,step,3,0.6400,1.0000,32,50,0.3444,0.0000,0.5700,0.0000,7.1860,7.1670,7097.8623,3188.7561
4.0000,0.5000,step,5,0.0000,1.0000,0,50,4.2120,0.0000,1.7670,0.0000,7.2251,7.1974,23209.7386,5152.5992
4.0000,0.5000,step,7,0.0200,1.0000,1,50,12.5947,0.0000,4.8595,0.0000,7.1599,7.1440,35950.9424,7830.9788
4.0000,0.5000,step,10,0.0000,1.0000,0,50,22.0379,0.0000,9.1514,0.0000,7.1240,7.1346,43333.0460,14017.1100
4.0000,0.5000,step,12,0.0000,1.0000,0,50,22.3109,0.0000,11.3432,0.0000,7.1321,7.1519,43879.5532,18937.9541
4.0000,0.5000,step,15,0.0000,1.0000,0,50,22.5476,0.0000,10.8413,0.0000,7.1015,7.1291,35217.1754,27747.6991
4.0000,0.5000,step,18,0.0000,0.9000,0,45,23.3449,0.0586,9.6501,0.1762,7.1031,7.1416,27579.1158,37844.1458
4.0000,0.5000,step,20,0.0200,0.6600,1,33,18.3165,0.4080,8.5963,0.5974,7.0988,7.1304,25589.1283,46049.5885
4.0000,0.5000,sine,3,0.5400,1.0000,27,50,0.5228,0.0000,0.7099,0.0000,6.4300,6.4301,1027.4936,2092.6707
4.0000,0.5000,sine,5,0.4200,1.0000,21,50,1.0213,0.0000,1.2700,0.0000,6.4349,6.4352,1688.9646,3679.7849
4.0000,0.5000,sine,7,0.2600,0.9400,13,47,1.6050,0.0377,1.8238,0.1518,6.4433,6.4442,2309.7187,5754.7659
4.0000,0.5000,sine,10,0.1200,0.7400,6,37,2.4780,0.2319,2.6296,0.4212,6.4625,6.4644,3140.9513,9366.9633
4.0000,0.5000,sine,12,0.1000,0.6000,5,30,3.0390,0.4587,3.1331,0.6273,6.4793,6.4817,3601.4712,11995.2604
4.0000,0.5000,sine,15,0.0800,0.4000,4,20,3.8247,0.9212,3.6159,0.9503,6.5098,6.5128,4009.3366,15567.5569
4.0000,0.5000,sine,18,0.0800,0.2800,4,14,4.3016,1.4554,3.8715,1.3243,6.5457,6.5489,4673.4275,18797.9512
4.0000,0.5000,sine,20,0.0600,0.2400,3,12,4.3348,1.8188,4.0378,1.5860,6.5725,6.5752,5177.3439,20872.7566
4.0000,0.7000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4297,6.4299,344.8353,1140.9148
4.0000,0.7000,step,3,0.1800,1.0000,9,50,1.5722,0.0000,1.1345,0.0000,7.1899,7.1670,10893.9648,3188.7561
4.0000,0.7000,step,5,0.0000,1.0000,0,50,10.9917,0.0000,4.9225,0.0000,7.2218,7.1974,24939.7396,5152.5992
4.0000,0.7000,step,7,0.0200,1.0000,1,50,22.9245,0.0000,8.6574,0.0000,7.1440,7.1440,32315.9743,7830.9788
4.0000,0.7000,step,10,0.0000,1.0000,0,50,29.0251,0.0000,11.0076,0.0000,7.1059,7.1346,33188.3212,14017.1100
4.0000,0.7000,step,12,0.0000,1.0000,0,50,26.0038,0.0000,11.3541,0.0000,7.1211,7.1519,32100.3087,18937.9541
4.0000,0.7000,step,15,0.0000,1.0000,0,50,24.0310,0.0000,9.9051,0.0000,7.0926,7.1291,22094.2148,27747.6991
4.0000,0.7000,step,18,0.0000,0.9000,0,45,22.0238,0.0586,9.4037,0.1762,7.1013,7.1416,16669.1746,37844.1458
4.0000,0.7000,step,20,0.0200,0.6600,1,33,16.6984,0.4080,8.3430,0.5974,7.0992,7.1304,15847.0609,46049.5885
4.0000,0.7000,sine,3,0.5600,1.0000,28,50,0.5357,0.0000,0.8544,0.0000,6.4304,6.4301,732.8746,2092.6707
4.0000,0.7000,sine,5,0.3800,1.0000,19,50,1.0700,0.0000,1.4802,0.0000,6.4352,6.4352,1121.3906,3679.7849
4.0000,0.7000,sine,7,0.2400,0.9400,12,47,1.6534,0.0377,2.1160,0.1518,6.4437,6.4442,1505.4994,5754.7659
4.0000,0.7000,sine,10,0.1400,0.7400,7,37,2.4847,0.2319,3.0270,0.4212,6.4629,6.4644,2058.0459,9366.9633
4.0000,0.7000,sine,12,0.1400,0.6000,7,30,2.9764,0.4587,3.5611,0.6273,6.4798,6.4817,2384.3136,11995.2604
4.0000,0.7000,sine,15,0.0600,0.4000,3,20,3.7491,0.9212,4.1216,0.9503,6.5103,6.5128,2693.0560,15567.5569
4.0000,0.7000,sine,18,0.0800,0.2800,4,14,4.3116,1.4554,4.3807,1.3243,6.5462,6.5489,3018.6827,18797.9512
4.0000,0.7000,sine,20,0.1200,0.2400,6,12,4.4234,1.8188,4.4539,1.5860,6.5728,6.5752,3309.0419,20872.7566
4.5000,0.0500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4280,6.4299,254.0395,1140.9148
4.5000,0.0500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1758,7.1670,3668.3521,3188.7561
4.5000,0.0500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2148,7.1974,8736.8890,5152.5992
4.5000,0.0500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1601,7.1440,14915.0478,7830.9788
4.5000,0.0500,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1464,7.1346,24964.2442,14017.1100
4.5000,0.0500,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1615,7.1519,32107.7732,18937.9541
4.5000,0.0500,step,15,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1365,7.1291,44432.2461,27747.6991
4.5000,0.0500,step,18,1.0000,0.9000,50,45,0.0000,0.0586,0.0000,0.1762,7.1469,7.1416,55786.0275,37844.1458
4.5000,0.0500,step,20,0.6800,0.6600,34,33,0.2802,0.4080,0.4241,0.5974,7.1350,7.1304,65981.6544,46049.5885
4.5000,0.0500,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4288,6.4301,2034.6166,2092.6707
4.5000,0.0500,sine,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4341,6.4352,4317.3776,3679.7849
4.5000,0.0500,sine,7,1.0000,0.9400,50,47,0.0000,0.0377,0.0000,0.1518,6.4432,6.4442,7147.1233,5754.7659
4.5000,0.0500,sine,10,0.9800,0.7400,49,37,0.0100,0.2319,0.0702,0.4212,6.4636,6.4644,12286.2648,9366.9633
4.5000,0.0500,sine,12,0.9000,0.6000,45,30,0.0571,0.4587,0.1727,0.6273,6.4813,6.4817,15903.2123,11995.2604
4.5000,0.0500,sine,15,0.7400,0.4000,37,20,0.1911,0.9212,0.3313,0.9503,6.5129,6.5128,20985.2147,15567.5569
4.5000,0.0500,sine,18,0.5200,0.2800,26,14,0.4189,1.4554,0.4784,1.3243,6.5495,6.5489,25838.7674,18797.9512
4.5000,0.0500,sine,20,0.5000,0.2400,25,12,0.5351,1.8188,0.6070,1.5860,6.5762,6.5752,28782.4375,20872.7566
4.5000,0.1000,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4281,6.4299,257.3848,1140.9148
4.5000,0.1000,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1766,7.1670,3803.4300,3188.7561
4.5000,0.1000,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2161,7.1974,9332.2744,5152.5992
4.5000,0.1000,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1619,7.1440,16650.9341,7830.9788
4.5000,0.1000,step,10,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1487,7.1346,29496.1282,14017.1100
4.5000,0.1000,step,12,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1640,7.1519,39193.3925,18937.9541
4.5000,0.1000,step,15,0.5600,1.0000,28,50,0.4056,0.0000,0.5067,0.0000,7.1392,7.1291,56765.0690,27747.6991
4.5000,0.1000,step,18,0.2000,0.9000,10,45,1.5354,0.0586,1.1150,0.1762,7.1488,7.1416,70514.0965,37844.1458
4.5000,0.1000,step,20,0.0400,0.6600,2,33,3.4356,0.4080,1.5922,0.5974,7.1345,7.1304,78514.3717,46049.5885
4.5000,0.1000,sine,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4289,6.4301,2894.7435,2092.6707
4.5000,0.1000,sine,5,0.9800,1.0000,49,50,0.0104,0.0000,0.0728,0.0000,6.4344,6.4352,5783.0925,3679.7849
4.5000,0.1000,sine,7,0.6600,0.9400,33,47,0.2200,0.0377,0.3132,0.1518,6.4438,6.4442,8959.2726,5754.7659
4.5000,0.1000,sine,10,0.2600,0.7400,13,37,0.6942,0.2319,0.4771,0.4212,6.4638,6.4644,14084.9894,9366.9633
4.5000,0.1000,sine,12,0.2600,0.6000,13,30,0.9385,0.4587,0.6535,0.6273,6.4811,6.4817,17684.7569,11995.2604
4.5000,0.1000,sine,15,0.1600,0.4000,8,20,1.3832,0.9212,0.8876,0.9503,6.5123,6.5128,21820.9731,15567.5569
4.5000,0.1000,sine,18,0.0800,0.2800,4,14,1.8836,1.4554,1.1164,1.3243,6.5485,6.5489,25551.8503,18797.9512
4.5000,0.1000,sine,20,0.0800,0.2400,4,12,2.1916,1.8188,1.3461,1.5860,6.5748,6.5752,27605.6642,20872.7566
4.5000,0.1500,none,-,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,6.4282,6.4299,260.9630,1140.9148
4.5000,0.1500,step,3,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1774,7.1670,3949.2472,3188.7561
4.5000,0.1500,step,5,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.2176,7.1974,10109.4443,5152.5992
4.5000,0.1500,step,7,1.0000,1.0000,50,50,0.0000,0.0000,0.0000,0.0000,7.1638,7.1440,19135.7567,7830.9788
4.5000,0.1500,step,10,0.8200,1.0000,41,50,0.1073,0.0000,0.2303,0.0000,7.1515,7.1346,36250.5124,14017.1100
4.5000,0.1500,step,12,0.5600,1.0000,28,50,0.5423,0.0000,0.6396,0.0000,7.1668,7.1519,48272.9962,18937.9541
