#{"t_start": 1773658299.6232846, "env_id": "None"}
r,l,t
-314.32587,342,346.505052
-1549.9478,388,346.668449
-32.978134,252,346.769785
-838.0218,353,346.770978
-565.1656,300,346.851852
-333.0849,288,347.005984
82.18706,267,347.091562
56.420258,252,347.154161
-1677.4863,390,347.23759
-194.12436,275,347.324833
79.53656,238,347.40794
56.49048,239,347.480106
-2738.373,450,347.57243
-273.5667,300,347.629378
-174.31735,297,347.713188
-1195.1075,400,347.891075
-453.42523,268,347.904287
-1002.21344,367,347.946593
-955.2411,366,348.092274
-264.09448,295,348.202649
-879.5301,319,348.283993
-622.36523,382,349.885368
-255.33499,390,350.134724
-522.8685,255,350.184413
-264.3662,250,350.200754
-1287.9489,393,350.24536
-222.23953,380,350.523001
-498.876,371,350.577386
-902.346,349,350.599336
-1509.7059,419,350.612009
40.19899,248,350.775269
-428.91806,246,350.832787
-240.521,231,350.851279
42.956543,225,351.007802
-2001.0464,430,351.043327
-343.51788,220,351.076663
-117.662796,246,351.085295
-355.46368,312,351.32984
-3006.7544,458,351.518923
-1154.2317,430,351.524287
-1949.343,427,351.529177
106.36996,244,351.781664
-1545.6671,429,351.783624
-587.76886,327,351.870016
-591.57684,342,351.875518
13.217453,234,353.616656
-1336.9089,327,353.616704
-822.2366,282,353.672734
-538.7974,397,353.704788
-25.166168,248,353.890587
-747.7532,341,353.982699
-482.62115,341,354.06288
-2151.3677,373,354.06602
-512.3203,293,354.194595
112.422585,227,354.296948
-1573.6193,378,354.37944
-516.0239,366,354.442204
133.49353,248,354.553617
-1304.5845,400,354.609708
-1210.8239,360,354.751802
-779.6048,342,354.796894
-317.2669,252,354.813613
-1427.0483,430,355.052147
-2892.1758,446,355.211585
-1015.3917,422,355.232266
-2039.8748,429,355.255021
-34.327118,230,355.287818
-1118.4937,337,355.553656
-671.48914,371,357.156494
-1329.1447,429,357.160471
-254.09839,412,357.167906
-746.7953,333,357.566108
-1807.0789,455,357.576318
-367.298,382,357.626867
-860.6819,427,357.662961
-2.0485992,256,357.828872
-250.7234,319,357.947741
-1192.7076,376,357.959345
-259.93817,303,357.96849
-721.9319,381,358.223177
-856.2819,272,358.243959
-308.87433,341,358.301769
-990.5922,382,358.365773
-28.238922,232,358.458725
-610.84656,391,358.644453
-342.37735,342,358.654118
-893.8297,303,358.67599
-460.97455,313,358.786569
16.754501,245,358.903811
-127.80667,272,358.939943
-300.42914,322,359.013274
-700.6752,365,360.868024
-527.78894,311,360.928806
-1057.2598,401,362.669352
-333.10974,359,362.712705
-921.5009,421,362.968569
-333.45312,268,363.030448
-3127.823,464,363.071076
-641.71735,436,363.169781
-1238.6866,372,363.348762
-2054.1072,354,363.437395
-431.5365,409,363.452637
-651.40186,408,363.590998
-525.7719,317,363.676288
-939.6516,284,363.742613
-505.83313,309,363.753711
53.01471,265,363.865156
-121.85292,236,363.92512
-737.9177,261,364.018426
-358.94287,332,364.213238
-126.43547,282,364.217294
-4340.093,470,364.246464
-1754.1764,421,364.454777
-1057.984,293,364.51955
-527.177,320,364.551019
-1019.30786,406,364.665968
-368.36603,263,364.826577
-1280.7805,425,366.445747
-1557.665,367,366.453941
-2534.533,433,366.706391
-19.69838,233,366.729875
-1501.7405,333,366.761544
-555.9175,410,366.912245
-306.40106,300,367.032844
-541.5023,371,367.086933
-832.90625,401,367.167191
-95.15956,313,367.229019
-384.6037,410,367.456887
115.53862,219,367.459012
-2228.4893,441,367.537676
-1770.8531,398,367.575639
-64.6286,303,367.766668
-1171.5911,337,367.800934
-303.14886,266,367.849658
-1282.359,376,367.928362
-832.80817,325,368.141947
-411.77975,387,368.17182
36.177124,261,368.198058
-1514.1691,414,368.287631
-1361.0189,327,368.517059
-1136.7494,429,370.17757
-86.63591,297,370.184107
-3459.542,450,370.277682
-9.78154,223,370.440154
-77.21402,245,370.470712
-1514.9462,376,370.529923
-253.55057,249,370.758027
-3805.9531,464,370.808178
-504.58734,382,370.882372
-303.88922,402,371.008634
-706.8081,278,371.097957
-33.91185,251,371.119626
80.21444,277,371.211866
-877.80084,355,371.398541
-500.29523,312,371.427789
-627.25775,357,371.494973
-324.99194,297,371.528993
-58.147766,269,371.683749
-371.65158,241,371.778095
-1363.3047,389,371.836365
-831.6952,330,371.837356
-109.04767,299,371.991312
-715.40063,241,372.025834
-804.42065,382,372.229767
-188.17001,271,372.305513
-94.166016,312,372.31454
-2825.9119,474,372.326581
100.76735,241,374.157115
-952.4007,296,374.203876
-1209.4644,408,374.245491
-109.161545,228,374.392362
-2897.864,476,374.411439
-177.53517,264,374.473648
-857.497,366,374.617792
-238.2181,299,374.693623
32.70189,246,374.723082
-445.50095,332,374.748186
-44.809372,254,374.878865
-394.1382,270,375.032103
-1480.8708,366,375.107914
-1923.9093,425,375.138239
-89.625565,247,375.139235
-307.6698,282,375.329242
107.55722,218,375.369033
-1057.9806,386,375.537815
-3296.1636,435,375.556227
55.043823,261,375.633905
-618.15857,323,375.658698
-402.6045,361,375.911682
-135.05513,307,375.975846
-838.0753,342,375.988474
-1372.4929,437,376.010068
-398.5384,302,377.755067
-239.26074,288,377.815861
-1111.1831,318,377.869114
-740.07263,387,377.906667
-726.8013,282,378.046473
-587.27954,322,378.203304
-1176.8445,423,378.256001
-2387.4653,476,378.399737
96.51043,227,378.437659
-2081.2764,423,378.483238
-1748.4772,423,378.689861
-623.2373,336,378.744632
-1430.3069,376,378.824199
-494.00665,368,378.863555
-105.68074,222,378.920235
-657.753,304,379.059029
-70.21811,312,379.147707
-1380.2601,392,380.994898
-1003.6222,374,381.03109
-914.0708,302,381.098496
-348.32315,226,381.107652
17.975693,239,381.244245
-8.291595,232,381.274133
-136.15245,267,381.389228
-248.65414,312,381.42712
94.84301,254,383.138087
185.3508,224,383.240918
-1237.3358,422,383.304602
-238.63385,320,383.374811
-696.32697,281,383.447268
-462.67206,256,383.501992
-762.2252,341,383.65471
-840.24927,333,383.849574
-505.28162,397,383.86221
-3288.2,480,383.873872
-1060.0297,387,384.050245
51.67311,253,384.105038
-629.14197,305,384.182014
-545.25977,339,384.208091
-808.27985,359,384.478737
-1163.347,432,384.500074
-477.20917,332,384.527687
-993.80664,395,384.615804
-510.0292,345,384.869671
-999.5674,398,384.903136
-488.09476,369,384.92256
-140.06274,382,385.025607
-366.9065,228,385.141061
-1635.162,394,386.937936
-341.4674,369,386.983478
-350.20734,253,387.121504
-1230.5269,414,387.172145
-34.166595,247,387.37503
-1738.7998,355,387.390613
-1731.0936,423,387.432096
-373.9657,281,387.461039
-8.082352,256,387.638676
-529.6586,256,387.653827
-258.4553,250,387.721026
-917.37366,319,387.762799
-1072.3549,321,387.96971
-183.43588,282,388.009264
-666.2936,249,388.01757
-1553.2212,460,388.132571
-385.76233,253,388.234951
-1891.4438,373,388.411205
-591.2867,397,388.427683
-521.77814,284,388.428793
-436.47263,266,388.511343
1.4464722,273,388.690404
-1147.7252,360,388.797776
-636.4497,397,388.836312
-1036.4392,360,388.882785
-399.27002,233,388.931466
-369.93793,306,390.597988
-393.14862,293,390.651725
-305.58002,318,390.743392
-772.06067,327,390.802018
-1085.9395,331,390.98897
-318.79642,282,391.034899
-480.3897,357,391.040772
-1091.4867,409,391.225505
-145.75223,308,391.360093
-1224.1213,412,391.416645
-1475.3345,392,391.442178
209.49106,222,391.457358
-264.2108,277,391.745824
-1330.9218,379,391.756714
-658.6489,310,391.765732
-1097.6982,355,391.785105
-132.59268,243,391.995393
-961.4873,378,392.160172
-832.5831,392,392.197219
-2161.9878,456,392.23603
-709.1804,324,392.337013
62.194183,235,392.475839
-1103.1487,374,392.546547
-806.19403,284,392.628719
-1824.1534,428,392.638086
-1745.1195,470,394.622479
-2086.451,401,394.623576
-1053.3081,415,394.728756
-490.1564,420,394.743348
-407.44974,296,394.968832
-1497.2638,421,395.13676
-1184.9314,366,395.183979
-158.09494,360,395.191182
-379.02454,311,395.334162
-187.45642,298,395.447404
-669.5267,348,395.537299
-1305.7617,351,395.546904
-1601.3989,318,395.655121
-1133.3718,438,395.896983
-698.3663,351,395.910135
-1229.1702,404,395.953401
-1096.5292,314,395.980849
-310.94348,273,396.192873
-1103.2406,358,396.267729
-1045.7534,314,396.279747
-1035.8307,335,396.329402
6.699707,279,396.481845
-175.77684,249,398.175231
-428.641,344,398.24019
-1477.7534,435,398.348256
-351.20953,288,398.408341
-389.45013,294,398.570225
-104.75879,262,398.619318
-869.73346,402,398.633469
-558.45874,287,398.703322
-91.596085,260,398.890299
-420.5199,259,398.903378
-1315.2256,386,398.969063
-40.74652,261,398.976364
-210.9857,312,399.21674
40.29547,243,399.226567
-393.1054,352,399.269913
-166.66939,391,399.382308
-449.74585,224,399.498274
-802.2848,402,401.383155
-1985.5652,423,401.394822
-709.8821,348,401.487853
-1446.1667,376,401.628731
-724.4757,362,401.763095
-1251.3857,404,401.794649
-542.25085,370,401.863509
-545.1591,307,401.943421
-626.9252,348,403.713247
-41.692825,255,403.720128
-346.4654,334,403.736362
91.09376,229,403.981278
-686.734,422,403.996947
-620.3085,329,404.099391
-1322.4142,409,404.165717
92.61331,261,404.254495
-1217.0598,387,404.403635
79.69473,252,404.428473
-893.3695,381,404.494994
-422.1791,308,404.574009
-176.35468,273,404.712552
-260.4252,225,404.731198
-351.98822,319,404.734634
-1041.7754,385,404.981261
-764.6848,304,405.051283
-422.4743,315,405.066023
-586.3859,375,405.106211
-236.98772,305,405.293975
-403.02335,292,405.34982
-94.64908,280,405.390808
-1012.939,335,405.406877
-317.95233,311,405.662519
-17.073746,273,405.682018
-1132.5209,418,405.716268
-1313.9635,389,407.276294
-137.14899,227,407.451787
79.48817,288,407.551625
-1592.4141,392,407.60664
-666.4444,425,407.771633
-2330.6902,393,407.871052
-510.04358,326,407.89826
-1028.2476,421,408.059094
-314.348,329,408.122026
-213.08629,242,408.130378
44.3403,263,408.181345
-479.06537,351,408.420801
50.534576,294,408.432716
-1027.6909,433,408.564484
-573.3611,399,408.586251
15.191269,260,408.681856
104.24807,266,408.700898
167.12318,235,408.828115
-134.08987,256,408.949112
72.72905,257,408.967432
-1067.5481,451,409.026414
-62.128586,256,409.090946
-243.59335,243,409.220392
-133.52953,291,409.335665
14.687088,257,409.363808
-732.1825,416,409.383433
-376.81805,401,411.17833
-475.0077,330,411.216102
-78.82559,340,411.254289
-1101.5399,419,411.355174
-137.3865,278,411.507669
-1017.2936,372,411.566021
-100.828354,349,411.618872
-549.9387,377,411.757884
178.56882,249,411.83191
-410.6466,341,411.869165
-831.1816,373,412.010452
-691.87177,384,412.152792
-1326.7485,343,412.184455
-352.80627,351,412.228831
-423.25497,284,412.306406
-1108.7913,375,412.547512
-622.491,355,412.603413
-1473.2572,403,412.609944
-720.2118,394,412.714837
-195.8288,282,412.83648
-920.0759,290,412.90678
-939.4285,423,413.035356
-425.01865,380,413.109634
-217.43512,312,414.611675
-391.9553,262,414.640514
-1099.6547,389,415.008149
-1464.7162,470,415.019744
-443.84988,353,415.021734
-141.17233,366,415.054227
-263.9126,238,415.26775
178.56256,218,415.276907
-69.74759,258,415.286093
-38.080505,313,415.328861
-446.5581,282,415.560638
-640.36835,303,415.572475
-239.30716,324,415.654588
-1535.2274,445,415.737699
-451.28284,290,415.876274
-1781.7168,406,415.987296
-522.78485,364,416.040776
-2157.4446,436,416.192973
-318.79297,332,416.218745
-254.37268,270,416.260302
-1419.28,394,416.443055
-460.17377,312,416.539886
-913.31274,350,416.552958
-452.32498,416,416.696444
-1085.5298,406,418.491702
-942.3481,398,418.611099
-890.3532,414,418.616032
-1120.6396,384,418.754827
17.105835,223,418.886912
-452.32318,409,418.992126
-539.8106,408,419.109565
-677.0011,430,419.263479
-597.9015,398,419.338142
-1130.5333,422,419.456077
-1389.8668,412,419.550126
-529.4407,295,419.576195
-104.39572,311,421.382185
-78.54593,346,421.529519
-24.264252,251,421.545746
-417.4027,353,421.623256
-261.64072,311,421.699012
-302.06488,325,421.881094
-1519.5885,414,421.955964
-436.91113,353,422.063305
-1844.9464,455,422.091177
-947.1509,340,422.232374
-276.8155,352,423.820503
154.13968,227,424.012447
-946.01965,390,424.014833
-926.05505,443,424.100289
69.277176,262,424.136944
33.461487,287,424.309135
-260.1844,408,424.432585
-1011.7035,422,424.530928
-898.84216,396,424.54205
-15.901749,284,424.600464
-376.68515,304,424.748121
87.764435,230,424.770917
-418.57974,277,424.886289
-410.3355,381,424.934118
-302.28287,241,424.991629
-18.733002,275,425.170781
-1869.582,478,425.264897
-177.76276,323,425.330615
-1127.0463,427,425.379369
96.72495,217,425.397388
-472.07504,248,425.586975
-38.938477,226,425.614289
-1365.1328,421,425.699764
-118.71776,308,425.716364
-610.66675,311,425.938419
62.5119,250,425.961727
-957.5353,423,427.534608
-830.0442,350,427.605492
-187.59862,302,427.797735
-223.2105,329,427.853167
-610.71326,339,427.93096
-755.79877,328,427.97649
-31.993515,344,428.163024
-688.6903,353,428.305528
-1147.535,463,428.342976
-351.09357,365,428.360216
1.8103485,245,428.421077
-994.99896,304,428.619913
-562.62585,282,428.635101
-24.705551,263,428.69183
-238.69133,335,428.705221
-196.13109,309,428.940892
-155.77164,316,429.020636
-783.0858,388,429.111083
-1752.3846,488,429.142721
-86.6445,291,429.246208
29.70166,306,429.439992
-154.3313,287,429.451332
-537.1262,412,429.461396
-713.2535,413,431.274935
-339.0407,291,431.357918
-401.5054,363,431.477301
-1227.0969,393,431.499393
38.661087,247,431.578076
-445.88016,286,431.678153
-179.39835,322,431.820571
-285.84024,324,431.924735
-626.51776,425,431.94857
-22.243774,269,431.965622
-693.95325,274,432.217199
-145.46822,287,432.254722
-475.64087,426,432.270946
-31.011612,299,432.284108
-675.1642,286,432.513428
-343.64777,325,432.594338
-106.68086,311,432.59641
-378.4926,325,432.623488
51.811325,243,432.840176
159.74867,254,432.880416
-685.1197,317,432.920621
-1365.703,404,432.93035
85.13693,264,433.113812
-532.13477,408,433.309451
-412.20016,380,433.317923
-49.727997,372,433.319218
-916.6872,400,435.280841
71.21892,251,435.338388
-204.40793,319,435.398611
-100.58638,386,435.474572
-16.678406,241,435.539855
150.57664,217,435.696569
-398.40384,347,435.753721
-190.1051,415,435.762856
-899.13544,358,435.909204
101.7035,275,435.981527
-212.96376,338,436.113097
-773.9729,420,436.186223
-204.80022,285,436.273404
-1084.1257,372,436.289674
-401.61502,397,436.523093
-1278.9648,433,436.631747
-1446.5015,432,436.72255
-2517.5974,478,436.791113
-406.45563,398,436.942608
-916.12335,382,437.04028
-181.48586,317,437.059478
-2174.0334,476,437.294447
-172.45497,379,438.861903
-7.967392,342,438.958949
-811.6022,396,439.00374
-481.95673,361,439.229038
-188.45018,315,439.229072
-298.1709,270,439.259124
-97.96213,265,439.289601
61.20485,252,439.487131
-122.02261,274,439.539269
-395.73474,344,439.579026
-367.4254,335,439.630144
158.30066,220,439.766571
-113.73651,281,439.776068
-393.19135,221,441.405118
-689.2159,434,441.575279
-484.00177,259,441.589389
-1171.2549,414,441.744778
-1785.9655,424,441.853881
-273.52136,278,441.871495
-341.49786,275,441.884573
-335.19324,308,442.077635
85.889015,233,442.123696
-14.293411,277,442.184464
-960.10175,424,442.31665
-42.749924,308,442.413193
-404.6812,319,442.528335
-896.5955,394,442.548073
30.318634,238,444.208439
-224.15643,359,444.253783
-301.44342,335,444.445801
-376.7048,359,444.493208
-87.62622,269,444.545301
-554.7137,346,444.593732
88.34015,241,444.698991
6.63916,262,444.764832
-4.609314,265,444.818488
97.010155,253,444.957551
-655.13947,415,445.020055
-260.77112,337,445.108383
-199.28606,336,445.161613
-410.29596,353,445.382137
-159.27739,416,445.384319
-979.31476,444,445.562423
-498.4759,410,445.581017
109.17224,279,445.669278
-1167.5895,422,445.824702
-31.212494,270,445.872364
-300.7937,395,445.983582
-1150.6307,426,446.121485
-232.28047,290,446.179115
-846.9202,395,446.24526
103.43433,293,447.840465
-184.36252,391,448.132549
-844.51886,384,448.179304
-840.04926,383,448.242113
-1097.0216,452,448.363171
-1414.2026,409,448.554136
-256.0243,373,448.564604
-469.41565,411,448.67453
4.416855,231,448.805139
-1990.597,444,448.833022
-846.26044,424,449.022652
-462.63324,337,449.034873
128.33298,237,449.085569
-483.47864,343,449.164531
-76.21478,283,449.328148
198.63057,219,449.393504
-951.17175,407,449.441204
-593.27686,352,449.448201
-1444.2762,424,449.781441
-787.0785,361,449.833054
-421.79828,411,449.836043
-403.06592,357,449.83607
85.72725,286,451.644578
-101.07048,338,451.644622
-1099.4143,387,451.767536
-1127.0212,468,451.855973
-393.80206,283,451.960911
-40.84706,236,452.014669
-693.7667,412,452.094988
-338.18036,378,452.248396
73.59473,245,452.267787
-637.661,399,452.374856
98.86772,314,452.419106
-26.852814,233,452.505305
-248.50114,305,452.557769
-172.3849,315,452.696284
90.888,312,452.740312
-1914.4358,424,452.954155
-108.89197,245,452.960182
-115.03688,239,452.995703
-1449.2555,440,453.026343
-23.77658,242,453.255482
49.113647,227,453.26932
-179.26659,331,453.312548
-505.8065,397,453.374838
42.568054,281,453.547661
-462.48172,283,453.665634
-964.0526,362,453.685459
-647.23596,433,455.238762
25.355133,229,455.482407
-369.30942,406,455.545307
-63.510056,413,455.694382
72.249344,229,455.732386
-898.317,450,455.775286
213.33176,231,455.797317
126.259254,241,455.975906
-821.2508,330,456.041691
35.11331,354,456.156539
-612.594,394,456.176791
-41.090652,266,456.251017
-236.3552,247,456.2964
-154.96501,327,456.494284
-594.1804,364,456.550704
-80.267365,319,456.57733
-960.22656,412,456.720331
149.26328,221,456.722404
-217.03984,235,456.962138
-531.39685,406,456.969649
189.50037,287,457.017792
-1065.7427,433,457.024738
130.24275,262,457.238138
-343.5534,349,457.33374
-56.9973,321,457.353106
-616.51404,330,457.369625
-252.9609,273,459.207206
-1128.2709,411,459.236274
-145.73834,321,459.278376
-738.4437,402,459.328569
-111.72365,308,459.53247
-146.37674,306,459.602232
-217.01324,286,459.629039
-1314.5494,410,461.475527
-322.22342,331,461.690945
-166.13126,299,461.752389
-353.9439,368,461.800632
-852.7804,386,461.886982
154.61938,217,461.922596
129.33722,238,462.00574
-159.82822,270,462.083761
9.8502655,243,462.143354
88.712555,228,462.164881
-307.435,354,462.383102
-362.38422,313,462.417247
-190.00319,326,462.508555
-858.8199,378,462.540766
-57.984085,247,462.671926
-161.13144,289,462.680088
-123.30585,305,462.820575
-20.69719,330,462.879636
137.93954,228,462.911335
-801.4134,428,464.622604
-290.383,333,464.679854
82.95424,285,464.722048
-625.8916,359,464.768106
-193.37221,316,464.956112
-165.83556,361,465.056969
-201.62329,336,465.074033
-159.87187,385,465.172674
24.678421,230,465.199919
-407.41644,329,465.410644
-34.599716,324,465.421819
-2.0246124,244,465.462329
-325.6861,353,465.546595
79.15794,299,465.724147
-175.06825,346,465.823032
-470.74017,384,465.824038
-398.19147,334,465.897818
-157.7142,337,466.073967
-306.1195,301,466.138937
-423.53534,366,466.207725
-709.40594,349,466.279245
60.119583,231,466.33684
-163.53874,268,466.517697
94.59097,226,466.530259
-914.0133,412,466.611595
-5.192993,247,466.61972
-304.52377,342,468.771505
-185.36288,353,468.864763
-687.6955,378,468.882944
-1915.934,479,468.906651
45.024673,218,469.105985
-471.08478,420,469.231261
-283.11227,332,469.246243
-1457.6825,437,469.385609
-58.587112,345,469.479988
-476.4738,345,469.622024
-1018.9902,411,469.675823
-78.1924,337,469.840915
-1355.596,447,469.867364
-18.192245,297,469.936528
-76.33536,247,469.937691
-55.59796,311,470.190451
-218.0023,333,470.287262
-759.78467,429,470.290173
-1339.7305,407,470.363482
-180.70468,283,470.583728
-735.43604,412,470.624894
-415.49066,399,470.71256
-426.45963,400,472.416614
-528.3221,294,472.55229
176.78978,286,472.664704
-363.6525,383,472.682292
-66.16055,278,472.836775
-345.47668,389,472.843927
-337.51993,296,472.965702
-868.3272,439,473.131237
-240.91663,309,473.152821
-1252.034,422,473.278386
-113.55356,373,473.35307
123.30695,235,473.519271
-977.48486,392,473.557531
-958.69684,419,473.564547
-534.85675,352,473.713544
-727.14264,323,473.846671
161.24228,221,473.93677
-944.8282,390,473.954697
-854.7072,417,473.989157
-816.1178,374,474.231093
-180.97687,277,474.238162
-43.27922,318,474.262274
-611.61285,399,474.395795
-289.39905,284,476.080288
-641.5187,390,476.206724
-233.00871,382,476.230919
-531.6954,379,476.366325
-480.33112,277,476.493533
-831.0182,408,476.526517
-72.96727,369,476.610749
-296.62408,351,476.727319
-691.1062,390,476.900606
44.992905,279,476.906416
-363.2569,404,476.952307
-633.99115,391,477.134643
-233.00279,298,477.218574
-176.82072,326,477.249699
-1329.7295,385,477.348652
-290.7472,306,477.446913
-381.12256,298,477.508882
-10.051865,284,477.527346
-327.22165,251,477.59426
-19.431824,255,477.78147
-341.9555,331,477.852895
-302.7805,401,477.861094
-364.82675,304,477.911017
-319.42664,304,478.102906
-763.8755,282,479.760993
-259.41962,370,479.808961
-380.04874,384,479.845765
-426.33167,358,480.075358
-159.07141,261,480.101784
42.021896,296,481.913666
-661.8546,425,481.996876
-28.240524,330,482.173015
117.28374,250,482.175068
-422.75253,316,482.185625
-1015.7464,337,482.345326
221.87012,238,482.423687
-707.8853,350,482.553138
-419.1947,364,482.555339
28.710526,269,482.635486
-21.608719,260,482.703132
104.98535,256,482.844416
124.06356,272,483.032739
-1041.987,428,483.054812
-555.2612,429,483.148052
10.573227,277,483.1861
-293.85977,315,483.398694
-149.97191,288,483.447644
-508.02277,412,483.476776
-123.53136,372,483.560122
-404.05685,267,485.285963
-421.95306,352,485.435478
-1194.2798,433,485.438082
-821.09644,428,485.610954
151.18369,232,485.685845
22.453781,275,485.726992
-1450.5272,409,485.746227
-520.77966,322,485.93626
-403.6461,307,485.996006
-670.2932,376,486.12554
-1305.4404,456,486.189128
11.332062,339,486.276938
-359.8761,295,486.290922
-222.089,399,486.528674
-946.49884,416,486.60992
-95.40013,364,486.650464
-502.64874,356,486.656318
108.06402,227,486.762997
-48.72429,300,486.918347
-190.14206,324,486.979484
-303.14563,372,487.032133
-1890.6864,429,487.198925
-89.96022,353,487.27409
38.028763,320,487.306205
-60.531876,297,487.339399
-768.86475,324,489.067369
-87.43355,269,489.091209
52.38925,281,489.134702
131.42317,273,489.159219
101.66325,251,489.389689
-141.44342,295,489.391782
-203.85593,260,489.422342
-1707.8011,436,489.512399
151.29242,241,489.627843
17.52539,265,489.654007
-70.95628,269,489.688282
54.424988,279,489.789587
137.98697,232,489.859569
-740.4154,410,490.063943
-822.1553,427,490.114897
67.820435,328,490.116961
-193.31679,366,490.226298
-30.902252,257,490.340247
130.37846,264,490.512469
-160.75795,388,490.527459
-649.7189,428,490.564449
-758.43884,408,490.756367
-49.160583,256,490.829033
-138.38387,327,490.849038
-100.22186,377,490.91508
-182.18076,330,492.688132
-190.92867,252,492.791457
-11.058243,321,492.796646
-189.98743,363,492.827904
171.93796,249,493.042729
50.566376,259,493.057095
96.46147,239,493.06116
-77.90056,368,493.089752
184.97418,228,493.320292
21.957397,321,493.382367
-989.9597,422,493.468275
-991.36475,428,493.492595
-119.00185,318,493.635782
-271.03235,375,493.751724
-243.42606,309,493.798262
50.66667,227,493.863721
-597.821,409,493.877699
144.19519,249,494.00382
-16.18515,238,494.038206
180.98872,249,494.127933
-207.43718,405,494.273405
-2.1381836,242,494.286802
-195.57457,330,494.339055
-8.651169,235,494.366891
96.36912,233,494.526219
59.073532,222,494.574556
48.660797,234,494.616414
-559.0719,398,494.686734
-154.72562,279,496.452597
-16.557816,305,496.541018
-93.78047,327,496.602483
15.686478,297,496.647323
-166.81471,307,496.782855
-487.69824,396,496.952
-99.74121,325,496.98192
-564.8518,392,497.007179
-706.7422,395,497.19063
-282.1428,226,497.237878
-11.349289,300,497.255449
-662.5515,438,497.424409
-477.1767,358,497.552637
-618.2808,364,497.603568
-215.84097,357,497.615732
19.470108,301,497.729933
-224.26494,281,497.835378
-121.12825,306,497.913933
121.08085,239,497.970378
-333.08673,416,498.036776
25.173172,239,498.079296
98.192665,238,498.161941
25.863525,289,498.273018
86.91792,270,498.319917
-352.86957,277,498.36853
-35.910828,246,498.412485
-24.16652,298,502.18239
205.40639,272,502.205374
-49.97525,389,502.233778
-1305.3107,442,502.24154
-6.626953,271,502.515855
70.60713,347,502.618219
-443.08112,425,502.654742
-821.91724,420,502.698914
-489.352,335,502.860615
-102.120285,273,502.938888
-37.326584,286,502.997171
-275.74384,421,503.053515
40.10251,264,503.135645
-581.25104,346,503.299087
-24.19954,328,503.339592
26.125336,287,503.354026
-800.5283,373,503.523477
-105.116104,309,503.705408
-533.0841,414,503.776733
-605.40643,427,503.835332
-992.4601,400,504.015107
133.5725,264,504.025677
38.331863,233,504.052277
-491.73926,362,506.026236
-352.9204,329,506.178487
-362.58438,312,506.195125
-265.669,351,506.21996
-107.62895,252,506.443693
-259.78925,294,506.499621
-1145.5118,454,506.529814
-29.824707,318,506.542556
116.52573,224,506.784292
24.515396,283,506.801323
-464.88116,338,506.801362
-434.56964,424,506.973941
-80.112366,278,507.082796
-326.7177,389,507.17401
-520.4383,391,507.192913
44.64879,281,507.363327
-307.47418,399,507.373915
216.13547,249,507.424912
-253.78555,298,507.490801
-38.002335,326,507.692873
-65.4915,289,507.718135
16.705582,268,507.769691
-1447.5836,456,507.842681
-428.34158,255,507.958026
105.69298,272,508.003597
-317.17407,293,508.076365
-550.38043,424,509.831692
-717.70825,366,509.90555
-581.5928,423,510.004387
-771.8617,373,510.023202
-144.6435,264,510.118624
-18.318832,280,510.303631
-426.37848,404,510.328747
-1011.69354,408,510.455239
178.75981,249,510.55907
-1107.139,450,510.587931
-229.04028,376,510.712017
-140.91338,336,510.793901
-348.8943,367,510.961979
-442.07288,438,511.00616
-99.241806,248,511.049058
-433.99646,362,511.08221
28.051636,312,511.278255
-141.9443,290,511.339925
-270.2033,343,511.428198
-442.90753,430,511.439302
-95.471634,310,511.742627
-1210.2732,479,511.763062
-836.0702,416,511.763101
-109.832,349,511.794943
-78.32811,291,513.640468
80.73713,278,513.647633
43.08171,339,513.744245
-265.81995,381,513.756208
57.905167,284,513.952121
110.936424,223,513.996374
25.99797,246,514.007765
-709.13586,362,514.025755
139.77856,238,514.281021
52.70027,303,514.328456
-946.4753,425,514.398774
-682.6955,422,514.438962
97.47168,232,514.567487
-539.1216,402,514.696831
-196.45645,325,514.774201
-270.37036,374,514.78419
-133.10272,391,514.971344
-236.86372,227,515.009619
-795.38696,426,515.1343
-338.2359,412,515.210192
98.04209,252,515.267343
49.725754,245,515.382855
-199.57965,429,515.409617
-186.62498,331,517.119796
-1099.5935,477,517.248164
6.7230225,315,517.257806
-388.0996,367,517.335671
9.314987,275,517.440314
71.26189,297,517.560861
-501.5835,457,517.716387
-428.15768,306,517.751063
-660.69403,420,517.766278
-283.92352,333,517.902395
108.14522,234,517.989388
113.13035,300,518.02141
-307.84888,378,518.146201
-102.60045,385,518.291465
-107.57408,347,518.370177
-491.95465,384,518.376218
-351.5045,433,518.585578
164.82713,223,518.602126
-717.9345,367,518.662213
-630.85144,422,518.804559
-55.09453,273,518.886299
-77.6611,300,518.898456
-51.928665,271,518.943332
77.866806,338,520.843256
45.168045,262,520.84727
86.2098,277,520.873343
-190.40408,308,522.465233
119.15347,256,522.684468
-143.5704,346,522.743958
-594.9143,415,522.818394
-401.57434,394,522.901856
146.019,292,522.982409
-240.95018,361,523.115321
-401.85107,400,523.231003
-446.88367,431,523.344587
-258.21954,405,523.398187
-167.26,327,523.448049
163.43575,285,523.516719
-59.320084,242,523.639489
-407.65457,408,523.75261
-133.80286,412,523.857244
-529.3964,360,523.874978
-49.219162,342,523.981134
14.462051,270,524.02507
172.51671,257,524.118291
-759.0719,417,524.321883
-448.58838,420,524.431205
-333.35278,419,524.471518
60.515335,248,526.124793
-829.16644,456,526.165019
