time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/std,train/clip_range,train/policy_gradient_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
490,120,2004,-343.6744384765625,983040,331.44,809.838888502121,345.6521911621094,1190,-1.0129146583378315,0.0003,0.9449403882026672,0.0502685546875,0.6635282635688782,0.2,-0.0014972962366300636,0.0037988655,,
494,121,2006,-269.8331604003906,991232,321.15,488.6704675912857,170.66934204101562,1200,-0.9970947865396738,0.0003,0.9715842008590698,0.0552490234375,0.650593638420105,0.2,-0.0004643711567041464,0.0045002606,,
497,122,2007,-234.8924560546875,999424,317.0,484.27069745063784,270.1590881347656,1210,-0.9804229709319771,0.0003,0.9667529463768005,0.03721923828125,0.6413111686706543,0.2,1.7761855451681187e-05,0.0040265857,,
,,,,1000000,,455.9809499979019,95.86408233642578,1220,-0.9605534061789512,0.0003,0.9678283929824829,0.05584716796875,0.6244979500770569,0.2,-0.0004897193055512616,0.0064614154,358.2,-202.79168701171875
503,123,2000,-205.87142944335938,1007616,317.63,,,,,,,,,,,,,
507,124,2001,-224.5636749267578,1015808,319.27,392.28471105098726,119.32476043701172,1230,-0.9362748653627933,0.0003,0.9692873954772949,0.06043701171875,0.6134641170501709,0.2,-0.0013037417262239614,0.0047817,,
511,125,2003,-295.7550354003906,1024000,334.72,494.99570808410647,202.767578125,1240,-0.9189471153542399,0.0003,0.9690892100334167,0.076513671875,0.6015076637268066,0.2,-0.003632520273094997,0.0067190826,,
514,126,2004,-286.9449462890625,1032192,334.95,443.9690842151642,280.2516784667969,1250,-0.8926768249832093,0.0003,0.9739065766334534,0.0614013671875,0.5831087827682495,0.2,-0.0030426679188167325,0.010056572,,
,,,,1040000,,509.31173810958865,137.71253967285156,1260,-0.870315401814878,0.0003,0.9673848748207092,0.0833740234375,0.5735733509063721,0.2,-0.0013693601635168307,0.0057335887,355.75,-125.21761322021484
520,127,1999,-274.5762939453125,1040384,335.94,,,,,,,,,,,,,
523,128,2001,-273.410888671875,1048576,342.87,308.6010396242142,121.81258392333984,1270,-0.8544883353635668,0.0003,0.9749255776405334,0.08087158203125,0.5683165192604065,0.2,-0.0006416200241801562,0.0072948793,,
527,129,2002,-213.6855926513672,1056768,340.17,227.02980498075485,83.89994049072266,1280,-0.8472208827733994,0.0003,0.980154275894165,0.06981201171875,0.5597084164619446,0.2,-0.0013953961002698633,0.006856028,,
531,130,2004,-191.92494201660156,1064960,339.11,274.5376081466675,140.89064025878906,1290,-0.8287123126909137,0.0003,0.9761493802070618,0.0785400390625,0.5505383014678955,0.2,-0.0017678452724794625,0.006415,,
535,131,2005,-173.91778564453125,1073152,337.03,274.5240897655487,132.4930877685547,1300,-0.810259030200541,0.0003,0.9756059646606445,0.081005859375,0.5420287847518921,0.2,-0.0003146341288811527,0.0052874754,,
,,,,1080000,,310.1880512356758,132.4767608642578,1310,-0.8072625448927283,0.0003,0.9760808348655701,0.05299072265625,0.5445080399513245,0.2,0.000705960320919985,0.0104114935,328.9,39.91093063354492
540,132,2000,-170.2147979736328,1081344,336.4,,,,,,,,,,,,,
544,133,2001,-175.2318572998047,1089536,335.36,271.85106728076937,155.1315460205078,1320,-0.8038686726242303,0.0003,0.973105251789093,0.0599365234375,0.5397132039070129,0.2,-0.0001042723291902803,0.005468421,,
547,134,2003,-191.6006622314453,1097728,339.91,209.47931607961655,175.9474334716797,1330,-0.7871731935068965,0.0003,0.9801055788993835,0.1113037109375,0.5278366208076477,0.2,-0.0061733761031064205,0.008626381,,
551,135,2004,-179.76986694335938,1105920,336.39,236.240765106678,67.52438354492188,1340,-0.7747588731348515,0.0003,0.9799337983131409,0.1193603515625,0.5248116254806519,0.2,-0.006490917466362589,0.007859492,,
555,136,2006,-169.47328186035156,1114112,339.3,223.85987572669984,66.60449981689453,1350,-0.7645541077479721,0.0003,0.9799801707267761,0.0811767578125,0.5193189978599548,0.2,-0.002075593288827804,0.0061899023,,
,,,,1120000,,322.2760261774063,147.2353515625,1360,-0.7642139573581517,0.0003,0.9709982872009277,0.06575927734375,0.518166720867157,0.2,0.0011753359816793819,0.0044867154,335.35,33.509830474853516
560,137,2000,-146.7047576904297,1122304,340.72,,,,,,,,,,,,,
564,138,2001,-137.9391632080078,1130496,347.06,297.6734470129013,91.03465270996094,1370,-0.7558844378218055,0.0003,0.9714208841323853,0.0643310546875,0.5121081471443176,0.2,2.352008923480753e-05,0.0035646316,,
568,139,2003,-133.70431518554688,1138688,352.32,271.5469247817993,85.5707015991211,1380,-0.7471475319936871,0.0003,0.9745548963546753,0.0654296875,0.5096914768218994,0.2,0.0008753400030400371,0.008515943,,
572,140,2004,-119.93689727783203,1146880,343.96,197.84248979091643,89.2253646850586,1390,-0.7275358880870044,0.0003,0.9797316193580627,0.0832763671875,0.49715831875801086,0.2,-0.0015484991905395872,0.008995687,,
575,141,2005,-107.07746124267578,1155072,345.57,280.6807424426079,85.00193786621094,1400,-0.7108102137222886,0.0003,0.9690074920654297,0.0669921875,0.4882751703262329,0.2,0.0009860890400887,0.005770073,,
,,,,1160000,,238.22782264947892,140.7111053466797,1410,-0.700002765096724,0.0003,0.9704115390777588,0.09718017578125,0.48611462116241455,0.2,0.0005843907507369295,0.012759091,328.65,32.1136589050293
581,142,2001,-73.92847442626953,1163264,335.18,,,,,,,,,,,,,
584,143,2002,-42.72846221923828,1171456,328.11,239.26092779636383,122.90282440185547,1420,-0.6878306506201625,0.0003,0.9610407948493958,0.080615234375,0.4782157242298126,0.2,0.0017565840103998197,0.008197036,,
588,144,2003,-42.27157211303711,1179648,328.55,216.19183059930802,170.34471130371094,1430,-0.6829533564858139,0.0003,0.9643910527229309,0.0882080078125,0.4785102307796478,0.2,0.0008082259064394748,0.010971362,,
592,145,2005,-38.71759796142578,1187840,326.07,203.30257838964462,70.55351257324219,1440,-0.6666599349118769,0.0003,0.9751602411270142,0.08446044921875,0.46746519207954407,0.2,-0.003387852060041041,0.0053034434,,
596,146,2005,-74.91850280761719,1196032,332.42,222.68382368087768,105.63984680175781,1450,-0.6517435965128243,0.0003,0.9728578329086304,0.0764892578125,0.46266046166419983,0.2,-0.003930480115377577,0.005164663,,
,,,,1200000,,282.1497286558151,104.59716033935547,1460,-0.636108156107366,0.0003,0.9702510237693787,0.10657958984375,0.4534183442592621,0.2,0.0008040442360652377,0.017467756,345.9,31.00187110900879
601,147,2000,-64.69282531738281,1204224,333.77,,,,,,,,,,,,,
605,148,2001,-70.5449447631836,1212416,340.21,149.5049947619438,66.92262268066406,1470,-0.6186397663317621,0.0003,0.98002690076828,0.0953125,0.4470939040184021,0.2,0.0008933217359299306,0.007866164,,
609,149,2002,-39.14339828491211,1220608,335.5,171.97182415723802,86.9752426147461,1480,-0.6109116843901574,0.0003,0.9768580794334412,0.084765625,0.44446879625320435,0.2,0.0005956448130746139,0.010303341,,
613,150,2004,10.654597282409668,1228800,329.47,68.823666831851,52.89571762084961,1490,-0.5951911206357181,0.0003,0.9869193434715271,0.08717041015625,0.43733298778533936,0.2,0.000769750153995119,0.0055193556,,
617,151,2004,-7.310644626617432,1236992,332.88,173.72116842269898,55.93210220336914,1500,-0.5819851259700954,0.0003,0.972817599773407,0.08482666015625,0.4294399917125702,0.2,-0.0007753093061182881,0.01190459,,
,,,,1240000,,237.53184335231782,82.27918243408203,1510,-0.5732153005897999,0.0003,0.9643436670303345,0.05556640625,0.43055349588394165,0.2,0.0012491611116274726,0.0026224016,309.5,137.63278198242188
622,152,2000,11.895637512207031,1245184,330.47,,,,,,,,,,,,,
626,153,2001,-15.996596336364746,1253376,338.89,184.36916853189467,89.91676330566406,1520,-0.5632697774097324,0.0003,0.972741425037384,0.08018798828125,0.42186373472213745,0.2,0.0014057031705306145,0.0049533863,,
629,154,2003,-10.796501159667969,1261568,340.33,174.0453712821007,53.91131591796875,1530,-0.5451887139119208,0.0003,0.9730494022369385,0.1040283203125,0.41335245966911316,0.2,0.002489390954360715,0.012063199,,
633,155,2003,-7.851189613342285,1269760,339.52,169.20674816966056,68.74934387207031,1540,-0.5236590594053269,0.0003,0.9726836681365967,0.08480224609375,0.40696436166763306,0.2,0.001841274772232282,0.013252,,
637,156,2005,-4.1865739822387695,1277952,341.12,120.1376036465168,48.91172790527344,1550,-0.4909456854686141,0.0003,0.980806827545166,0.0818603515625,0.3882257342338562,0.2,0.00030938302516005935,0.011635444,,
,,,,1280000,,105.55764462351799,28.642383575439453,1560,-0.4700845011509955,0.0003,0.9849820137023926,0.12529296875,0.3856894373893738,0.2,0.0018728921393631026,0.015823312,337.8,70.80365753173828
642,157,2000,6.5948262214660645,1286144,337.17,,,,,,,,,,,,,
646,158,2001,15.773324012756348,1294336,336.62,246.38273587226868,189.97616577148438,1570,-0.4671146228443831,0.0003,0.962715208530426,0.08779296875,0.38613688945770264,0.2,-0.00019493187101033983,0.0073561743,,
650,159,2002,23.797325134277344,1302528,337.0,118.51841419935226,49.8343620300293,1580,-0.45031563872471453,0.0003,0.9812390804290771,0.1211669921875,0.37729308009147644,0.2,0.0011473946364276345,0.024480954,,
654,160,2003,50.010738372802734,1310720,329.7,138.96616966724395,112.12519836425781,1590,-0.42713011559098957,0.0003,0.9738485813140869,0.09903564453125,0.3670174777507782,0.2,0.0021362790199418668,0.007058466,,
658,161,2003,83.58252716064453,1318912,321.96,131.30204505324363,44.08783721923828,1600,-0.41230730125680565,0.0003,0.9693660140037537,0.12572021484375,0.36604052782058716,0.2,0.003221668672267697,0.022910537,,
,,,,1320000,,56.51362636983394,16.842100143432617,1610,-0.39407737124711273,0.0003,0.9848297834396362,0.100634765625,0.3572269380092621,0.2,0.0019852592475217536,0.012192044,345.8,-31.4361629486084
664,162,1998,67.58458709716797,1327104,322.85,,,,,,,,,,,,,
667,163,1999,62.72233581542969,1335296,323.94,192.1061372756958,57.690879821777344,1620,-0.38677448183298113,0.0003,0.9717981815338135,0.10120849609375,0.3551303744316101,0.2,-0.0031907768188830232,0.006713143,,
671,164,2000,32.48858642578125,1343488,325.05,99.09095661640167,30.89856719970703,1630,-0.37783500328660014,0.0003,0.9839099049568176,0.12376708984375,0.3524065911769867,0.2,0.002343975480471272,0.0065305247,,
675,165,2001,17.091815948486328,1351680,331.2,170.33038886785508,58.0777473449707,1640,-0.3629492372274399,0.0003,0.970176637172699,0.1183837890625,0.34364697337150574,0.2,-2.132847403117921e-05,0.01805199,,
679,166,2002,13.035593032836914,1359872,332.2,129.4418385565281,41.13914489746094,1650,-0.34118792936205866,0.0003,0.9776964783668518,0.103662109375,0.34031662344932556,0.2,8.090181763691362e-05,0.010821542,,
,,,,1360000,,200.1345909833908,122.99054718017578,1660,-0.33522925339639187,0.0003,0.9680338501930237,0.09512939453125,0.33710968494415283,0.2,-0.0016251759006991051,0.012554791,309.85,177.4027557373047
684,167,1998,24.28289031982422,1368064,328.78,,,,,,,,,,,,,
688,168,1999,30.844097137451172,1376256,336.12,162.80194661021233,28.111373901367188,1670,-0.3334541078656912,0.0003,0.9712674617767334,0.1151611328125,0.33682864904403687,0.2,-0.0003259405064454768,0.012132116,,
692,169,1999,39.268714904785156,1384448,334.58,162.07700806856155,76.23811340332031,1680,-0.33112147971987727,0.0003,0.9724496006965637,0.14375,0.3376375138759613,0.2,0.004745898226610734,0.008708176,,
696,170,2000,47.2482795715332,1392640,334.44,125.52858194410801,175.7091064453125,1690,-0.33392598796635864,0.0003,0.9732427597045898,0.12501220703125,0.33667460083961487,0.2,0.002173643241985701,0.010560547,,
,,,,1400000,,93.10395510792732,40.695072174072266,1700,-0.3335527120158076,0.0003,0.9835706353187561,0.1174560546875,0.33808717131614685,0.2,-0.0002320245694136247,0.005525478,336.55,95.26647186279297
701,171,1996,38.786556243896484,1400832,334.14,,,,,,,,,,,,,
705,172,1997,50.62208938598633,1409024,333.29,153.82907637357712,68.55813598632812,1710,-0.3286272928118706,0.0003,0.9741702079772949,0.10029296875,0.33488282561302185,0.2,0.0006917258175235475,0.005088876,,
709,173,1998,51.67972183227539,1417216,334.6,106.78159395456314,44.159629821777344,1720,-0.31430109944194556,0.0003,0.9815277457237244,0.1043212890625,0.3300435543060303,0.2,0.00020240157919033664,0.020212047,,
712,174,1999,56.72368240356445,1425408,327.42,128.3697700858116,34.19108581542969,1730,-0.30001754183322193,0.0003,0.9729326963424683,0.11263427734375,0.32554033398628235,0.2,0.0020389979323226725,0.024968317,,
716,175,2000,59.29021453857422,1433600,333.18,142.66987218260766,43.302040100097656,1740,-0.29331586230546236,0.0003,0.9707592129707336,0.12421875,0.3239094316959381,0.2,0.00032166441233130174,0.0074461596,,
,,,,1440000,,79.16368249952794,34.155052185058594,1750,-0.28861358519643543,0.0003,0.9839701652526855,0.1112548828125,0.32123127579689026,0.2,0.002780579744649003,0.008330886,340.6,69.7636947631836
722,176,1996,74.10179901123047,1441792,328.33,,,,,,,,,,,,,
725,177,1997,58.014312744140625,1449984,332.98,65.93807919621467,25.603918075561523,1760,-0.2678960755467415,0.0003,0.9867526888847351,0.1298583984375,0.31477588415145874,0.2,0.00017937553566298446,0.011558451,,
729,178,1998,70.43287658691406,1458176,338.61,156.0345078229904,154.7782745361328,1770,-0.2613247562199831,0.0003,0.9656450748443604,0.06658935546875,0.31280702352523804,0.2,-0.000598247466768953,0.011320463,,
733,179,1999,90.14839935302734,1466368,329.93,147.62730154395103,62.725704193115234,1780,-0.2458624940365553,0.0003,0.9704012274742126,0.120849609375,0.30671679973602295,0.2,0.0030305851290904685,0.0057345494,,
737,180,2000,85.33209228515625,1474560,330.16,83.22830620408058,29.189542770385742,1790,-0.2255664339289069,0.0003,0.9791232347488403,0.1219970703125,0.30013981461524963,0.2,0.005313113973897998,0.008521403,,
,,,,1480000,,140.60239303708076,38.17439270019531,1800,-0.21240243185311555,0.0003,0.9736238121986389,0.116650390625,0.2992183268070221,0.2,0.002302181213235599,0.0061751455,334.9,155.69515991210938
742,181,1996,93.00395202636719,1482752,329.11,,,,,,,,,,,,,
746,182,1997,83.60852813720703,1490944,330.08,100.16410633921623,33.93927001953125,1810,-0.20979584846645594,0.0003,0.9811691641807556,0.10306396484375,0.29781633615493774,0.2,0.0023941153749547084,0.010827355,,
750,183,1998,86.25655364990234,1499136,333.55,144.5600083529949,62.033058166503906,1820,-0.19297789148986338,0.0003,0.9724645018577576,0.1248779296875,0.29180604219436646,0.2,0.002801183465271606,0.0093926,,
753,184,1999,90.07931518554688,1507328,337.79,74.03151905834675,21.488340377807617,1830,-0.16795514728873967,0.0003,0.9802190065383911,0.10875244140625,0.28219905495643616,0.2,0.0007900654643890447,0.008822608,,
757,185,2000,96.47997283935547,1515520,339.03,101.23908138275146,33.34072494506836,1840,-0.14872273113578557,0.0003,0.9766916632652283,0.11038818359375,0.28065696358680725,0.2,0.0011141931168822338,0.009787602,,
,,,,1520000,,163.44628696441652,74.08464050292969,1850,-0.14825739823281764,0.0003,0.9612618088722229,0.08590087890625,0.28132152557373047,0.2,0.0012779349373886362,0.006069422,351.7,115.7537841796875
763,186,1995,108.93147277832031,1523712,330.75,,,,,,,,,,,,,
767,187,1997,98.3191146850586,1531904,331.96,152.65279838442802,24.254289627075195,1860,-0.14465073272585868,0.0003,0.9665026664733887,0.15452880859375,0.2797156572341919,0.2,0.0023589678330608876,0.035913285,,
770,188,1998,96.78836059570312,1540096,326.3,99.7586455821991,37.835941314697266,1870,-0.14443388096988202,0.0003,0.9820033311843872,0.11927490234375,0.2783641219139099,0.2,0.00303607738132996,0.006376852,,
774,189,1999,100.21990966796875,1548288,323.84,158.0652932345867,125.23209381103516,1880,-0.1371374012902379,0.0003,0.9688458442687988,0.10037841796875,0.27665141224861145,0.2,0.002616158991258999,0.0074473405,,
778,190,1999,99.1931381225586,1556480,329.61,174.1671712845564,32.437278747558594,1890,-0.13107815831899644,0.0003,0.9515482187271118,0.12850341796875,0.27498623728752136,0.2,0.0019689340952027123,0.00981926,,
,,,,1560000,,92.75187256336213,33.415435791015625,1900,-0.11791761796921492,0.0003,0.9774407148361206,0.1430908203125,0.2708277106285095,0.2,0.005568338885132107,0.008759198,329.4,117.3846206665039
783,191,1996,101.35357666015625,1564672,325.14,,,,,,,,,,,,,
787,192,1997,121.21420288085938,1572864,325.85,80.88030976057053,43.062599182128906,1910,-0.11767596546560526,0.0003,0.9836940765380859,0.12471923828125,0.2726629972457886,0.2,0.0026945181187329583,0.0073504867,,
791,193,1998,117.95543670654297,1581056,329.79,78.63577002882957,52.164608001708984,1920,-0.1164213951677084,0.0003,0.9844400882720947,0.08709716796875,0.2710837125778198,0.2,0.001947426093465765,0.009088175,,
794,194,1999,122.6353988647461,1589248,331.79,89.51107790470124,32.569156646728516,1930,-0.10117444600909949,0.0003,0.9836693406105042,0.12813720703125,0.26550379395484924,0.2,0.004231112204615783,0.017052269,,
798,195,2000,120.41387939453125,1597440,337.85,59.1786673605442,22.304275512695312,1940,-0.06835568118840456,0.0003,0.9874305725097656,0.12777099609375,0.25670209527015686,0.2,0.004017962289435672,0.0100462055,,
,,,,1600000,,113.91193886399269,41.36814880371094,1950,-0.05045250076800585,0.0003,0.9714186787605286,0.120751953125,0.253002792596817,0.2,0.0024990788535433238,0.007942314,308.35,181.57321166992188
804,196,1996,113.96502685546875,1605632,341.77,,,,,,,,,,,,,
807,197,1997,133.3173065185547,1613824,336.7,64.43082578778267,23.506044387817383,1960,-0.04864933304488659,0.0003,0.9766581058502197,0.15213623046875,0.2540573477745056,0.2,0.005511461044261523,0.007950069,,
811,198,1998,132.76113891601562,1622016,336.26,123.2431205958128,26.233495712280273,1970,-0.034967708960175516,0.0003,0.9656345248222351,0.155126953125,0.24805957078933716,0.2,0.0032897905719437405,0.03241178,,
815,199,1999,112.14759826660156,1630208,335.06,110.64453028738498,22.658201217651367,1980,-0.02682994809001684,0.0003,0.9667418599128723,0.11705322265625,0.2486390918493271,0.2,0.001108639847188897,0.011943411,,
818,200,2000,114.87860107421875,1638400,335.61,122.558793592453,25.651905059814453,1990,-0.03059724550694227,0.0003,0.9643490314483643,0.1520263671875,0.2502005100250244,0.2,-1.902159820019733e-05,0.007562835,,
,,,,1640000,,38.583089059591295,16.022911071777344,2000,-0.026305449567735194,0.0003,0.9899007678031921,0.1407470703125,0.2478146106004715,0.2,0.0016524836053577018,0.009162886,346.75,147.1552734375
824,201,1996,113.37395477294922,1646592,337.24,,,,,,,,,,,,,
828,202,1997,94.92192077636719,1654784,340.2,48.74690108597279,25.622411727905273,2010,-0.023609857074916363,0.0003,0.9866798520088196,0.1228271484375,0.24704936146736145,0.2,0.001793044794976595,0.014150046,,
831,203,1998,108.81694030761719,1662976,342.51,191.1081260204315,48.29244613647461,2020,-0.017883253656327723,0.0003,0.959232747554779,0.070947265625,0.246125727891922,0.2,0.0009122333460254595,0.0073769935,,
835,204,1999,86.41751861572266,1671168,348.1,80.625100171566,25.287874221801758,2030,-0.009443463757634163,0.0003,0.983119547367096,0.125439453125,0.24342654645442963,0.2,0.001480560956406407,0.006944023,,
839,205,2000,70.48760986328125,1679360,352.99,152.8341332733631,70.70075225830078,2040,-0.003983412310481072,0.0003,0.9702064990997314,0.099462890625,0.24324539303779602,0.2,0.003340461407788098,0.0056980513,,
,,,,1680000,,78.77061510384083,47.66199493408203,2050,-0.008241664990782738,0.0003,0.9809601902961731,0.1541748046875,0.24505072832107544,0.2,0.005994684255711036,0.0189709,317.25,154.7846221923828
845,206,1996,85.86714935302734,1687552,354.91,,,,,,,,,,,,,
848,207,1997,101.34820556640625,1695744,347.8,60.027594444155696,23.6597900390625,2060,-0.0066014636307954785,0.0003,0.9843744039535522,0.11624755859375,0.243606299161911,0.2,0.001626511071663117,0.00780592,,
852,208,1998,127.24424743652344,1703936,342.81,189.0060327589512,73.98416900634766,2070,-0.004814932495355606,0.0003,0.948481023311615,0.083447265625,0.24244537949562073,0.2,-0.0004706757899839431,0.0075998288,,
856,209,1999,153.33261108398438,1712128,328.67,127.60274884104729,44.43488311767578,2080,0.0019717374816536903,0.0003,0.9619911909103394,0.1681884765625,0.24083057045936584,0.2,0.0077039095067448216,0.009244176,,
,,,,1720000,,104.27636171579361,22.119951248168945,2090,0.018987153097987174,0.0003,0.9640933871269226,0.12230224609375,0.23717232048511505,0.2,0.005531351325225841,0.033472143,324.55,125.44917297363281
861,210,1995,142.17784118652344,1720320,326.96,,,,,,,,,,,,,
865,211,1996,140.85000610351562,1728512,323.61,77.27483397722244,41.08766555786133,2100,0.015351278148591519,0.0003,0.9806836843490601,0.1381103515625,0.23862752318382263,0.2,0.0034305487843084848,0.007886784,,
869,212,1997,118.50715637207031,1736704,329.77,93.1651397317648,35.129844665527344,2110,0.013942013680934905,0.0003,0.9668635129928589,0.14097900390625,0.23728838562965393,0.2,0.0006566130512510426,0.009007625,,
873,213,1997,102.37151336669922,1744896,330.79,215.5936734676361,35.6949462890625,2120,0.022481680661439896,0.0003,0.9488673210144043,0.1507080078125,0.23595073819160461,0.2,0.001953221690928331,0.022003146,,
877,214,1998,104.23371124267578,1753088,326.69,52.43786842226982,18.913591384887695,2130,0.024239726178348065,0.0003,0.9796739220619202,0.16654052734375,0.23586750030517578,0.2,0.0033222881942492678,0.0176735,,
,,,,1760000,,52.16940572857857,18.34312629699707,2140,0.021320443227887155,0.0003,0.9882330298423767,0.134814453125,0.23772035539150238,0.2,-0.0007769851643388392,0.014134079,314.4,144.2628936767578
882,215,1995,86.28263854980469,1761280,333.32,,,,,,,,,,,,,
886,216,1996,83.55335998535156,1769472,327.25,71.1536178201437,28.56107521057129,2150,0.027271716110408305,0.0003,0.9839509129524231,0.12913818359375,0.23418733477592468,0.2,-0.0002799198176944628,0.01253252,,
890,217,1996,61.3739128112793,1777664,335.6,166.63703200221062,28.023048400878906,2160,0.03526615928858519,0.0003,0.9639989733695984,0.14442138671875,0.23313815891742706,0.2,0.00036207124503562227,0.017523948,,
894,218,1997,71.17709350585938,1785856,342.59,151.5654454112053,43.89705276489258,2170,0.03817515503615141,0.0003,0.9712867140769958,0.20052490234375,0.23228083550930023,0.2,0.005697147873434005,0.017362215,,
897,219,1997,94.4777603149414,1794048,346.79,43.24046962559223,14.79969596862793,2180,0.05179702173918486,0.0003,0.9837285280227661,0.11610107421875,0.22772173583507538,0.2,0.00525847036842606,0.009697841,,
,,,,1800000,,58.18325574398041,30.215927124023438,2190,0.059433821588754654,0.0003,0.982253909111023,0.169775390625,0.2286224514245987,0.2,0.00781428905120265,0.008142421,350.05,143.74459838867188
903,220,1994,111.0481948852539,1802240,345.77,,,,,,,,,,,,,
907,221,1995,134.03855895996094,1810432,344.81,135.21370571553706,200.0720977783203,2200,0.05938542261719704,0.0003,0.9673145413398743,0.10936279296875,0.22798819839954376,0.2,0.0011776217197621008,0.012720574,,
910,222,1996,135.79539489746094,1818624,349.56,84.31393828690052,23.333229064941406,2210,0.06635141167789697,0.0003,0.9813831448554993,0.1008056640625,0.2247808873653412,0.2,0.002440744541308959,0.005110876,,
914,223,1996,133.49903869628906,1826816,351.31,67.03557650744915,29.432331085205078,2220,0.0754451785236597,0.0003,0.9851555228233337,0.14580078125,0.22397609055042267,0.2,0.0046448073295323414,0.01771589,,
918,224,1996,140.3373565673828,1835008,345.19,132.7243595033884,39.91167449951172,2230,0.08474215138703585,0.0003,0.9655359387397766,0.17711181640625,0.22092944383621216,0.2,0.008772630691237283,0.009339593,,
,,,,1840000,,122.32406153678895,25.769956588745117,2240,0.09675610549747944,0.0003,0.9643277525901794,0.10535888671875,0.21913062036037445,0.2,0.0026476102575543337,0.010533271,309.05,214.5508575439453
924,225,1993,151.7118682861328,1843200,344.03,,,,,,,,,,,,,
928,226,1994,142.45266723632812,1851392,340.12,38.23639632165432,13.23970890045166,2250,0.11028333101421595,0.0003,0.987191379070282,0.13072509765625,0.21669118106365204,0.2,0.004281665964845161,0.022806264,,
931,227,1995,158.99452209472656,1859584,331.11,58.03142831921578,14.049849510192871,2260,0.1109335832297802,0.0003,0.9822014570236206,0.13497314453125,0.21684852242469788,0.2,0.005301987585698953,0.010104042,,
935,228,1996,149.05552673339844,1867776,333.53,41.90027089715004,14.840513229370117,2270,0.11771256383508444,0.0003,0.9874960780143738,0.11907958984375,0.2139872908592224,0.2,0.004217294257614412,0.01100108,,
939,229,1997,156.95045471191406,1875968,332.7,188.45514213442803,100.50222778320312,2280,0.12497786190360785,0.0003,0.9414775371551514,0.12540283203125,0.21196044981479645,0.2,0.0010577058998023857,0.009148627,,
,,,,1880000,,120.10670937597752,30.93149185180664,2290,0.13629368860274554,0.0003,0.9598026871681213,0.16629638671875,0.21022915840148926,0.2,0.009623288799957663,0.023656663,348.25,159.6196746826172
944,230,1994,161.43527221679688,1884160,333.56,,,,,,,,,,,,,
948,231,1994,162.7052764892578,1892352,332.98,80.0348810583353,22.34762191772461,2300,0.1515005175024271,0.0003,0.9724727272987366,0.14168701171875,0.2058173418045044,0.2,0.006111336429603398,0.0146072,,
952,232,1995,162.3799285888672,1900544,335.77,116.37661363780498,22.61949348449707,2310,0.17151819579303265,0.0003,0.9561794400215149,0.18004150390625,0.2032700777053833,0.2,0.005706011330221372,0.0076622455,,
956,233,1996,164.55941772460938,1908736,341.7,72.00628964304924,19.763731002807617,2320,0.17929624114185572,0.0003,0.9801886677742004,0.119580078125,0.20194920897483826,0.2,0.003691904754305142,0.02987817,,
959,234,1996,168.13206481933594,1916928,339.78,61.05103604793548,22.981409072875977,2330,0.19051208086311816,0.0003,0.9851086735725403,0.12835693359375,0.1987110823392868,0.2,0.003465197785772034,0.0068861973,,
,,,,1920000,,39.48610816597939,20.93553352355957,2340,0.2015448460355401,0.0003,0.9854299426078796,0.1971923828125,0.19690409302711487,0.2,0.008785431029173197,0.01182056,326.55,228.84066772460938
965,235,1993,162.11448669433594,1925120,343.77,,,,,,,,,,,,,
969,236,1994,165.54856872558594,1933312,351.47,68.62587436139583,23.99947738647461,2350,0.21766914781183005,0.0003,0.9818198084831238,0.10372314453125,0.19361846148967743,0.2,0.003345690438436577,0.014159169,,
972,237,1995,168.1966552734375,1941504,348.88,45.212253749370575,16.59846305847168,2360,0.2344922862946987,0.0003,0.9880906939506531,0.1664306640625,0.1902693659067154,0.2,0.007207103564724093,0.015150448,,
976,238,1996,171.71148681640625,1949696,345.83,55.731905007362364,13.07380199432373,2370,0.24774661734700204,0.0003,0.9847536683082581,0.15587158203125,0.18861258029937744,0.2,0.007969891812899732,0.013528953,,
980,239,1996,174.76319885253906,1957888,343.26,116.00137985050678,46.15477752685547,2380,0.24955136515200138,0.0003,0.9565840363502502,0.1588134765625,0.18885888159275055,0.2,0.005814107731202967,0.011149284,,
,,,,1960000,,128.90720742046832,24.26583480834961,2390,0.25045445561408997,0.0003,0.9550839066505432,0.13316650390625,0.18777905404567719,0.2,0.0065654484405968105,0.01018751,319.35,237.911865234375
985,240,1994,181.2288818359375,1966080,338.73,,,,,,,,,,,,,
989,241,1995,174.53244018554688,1974272,336.85,58.68434846103192,29.816787719726562,2400,0.252388996258378,0.0003,0.977822482585907,0.1574462890625,0.1879093497991562,0.2,0.006726347815310873,0.007962318,,
993,242,1996,169.97988891601562,1982464,334.44,158.51466594934465,22.165136337280273,2410,0.25558845289051535,0.0003,0.9562587141990662,0.1486572265625,0.18782241642475128,0.2,0.00435998766697594,0.011192064,,
996,243,1996,169.6475067138672,1990656,336.33,116.50195782780648,18.99390411376953,2420,0.251513591222465,0.0003,0.9625018239021301,0.2057373046875,0.1880672723054886,0.2,0.011176104518744978,0.023525955,,
